Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
joe.zus,User,Joern Zuschuss, Oberstufe - Matur,Joern Zuschuss, , , ,Zuschuss,Joern,keineMailAddy, 
joel.seidler,User,Seidler Joel, Handelsmatur,Seidler Joel, , , ,Seidler,Joel,j.seidler@mail.xyz, 
joelina.stolz,User,Joelina Stolz, deaktiviert,Joelina Stolz, , , ,Stolz,Joelina,j.stolz@mail.xyz, 
joerg.lapp,User,Lapp Joerg, Oberstufe extern,Lapp Joerg, , , ,Lapp,Joerg,j.lapp@mail.xyz, 
joerg.turner,User,Turner Joerg, Handelsmatur,Turner Joerg, , , ,Turner,Joerg,j.turner@mail.xyz, 
joern.spaeth,User,Joern Spaeth, Sekundar extern,Joern Spaeth, , , ,Spaeth,Joern,keineMailAddy, 
joh.urb,User,Johann Urban, Oberstufe - Matur,Johann Urban, , , ,Urban,Johann,keineMailAddy, 
johann.wedemeyer,User,Johann Wedemeyer, deaktiviert,Johann Wedemeyer, , , ,Wedemeyer,Johann,johann.wedemeyer@mail.xyz, 
johann.westphal,User,Johann Westphal, Sekundar extern,Johann Westphal, , , ,Westphal,Johann,johann.westphal@mail.xyz, 
johann.yildirim,User,Yildirim Johann, Oberstufe extern,Yildirim Johann, , , ,Yildirim,Johann,j.yildirim@mail.xyz, 
johanna.stiller,User,Stiller Johanna, Handelsmatur,Stiller Johanna, , , ,Stiller,Johanna,j.stiller@mail.xyz, 
johanna.valdez,User,Valdez Johanna, Oberstufe extern,Valdez Johanna, , , ,Valdez,Johanna,keineMailAddy, 
jona.wachsmuth,User,Jona Wachsmuth, deaktiviert,Jona Wachsmuth, , , ,Wachsmuth,Jona,keineMailAddy, 
jonas.nowak,User,Jonas Nowak, deaktiviert,Jonas Nowak, , , ,Nowak,Jonas,keineMailAddy, 
jonna.stange,User,Stange Jonna, Oberstufe extern,Stange Jonna, , , ,Stange,Jonna,keineMailAddy, 
jonna.stern,User,Stern Jonna, Handelsmatur,Stern Jonna, , , ,Stern,Jonna,keineMailAddy, 
jonna.thaler,User,Thaler Jonna, Oberstufe extern,Thaler Jonna, , , ,Thaler,Jonna,j.thaler@mail.xyz, 
jonna.watts,User,Watts Jonna, Oberstufe extern,Watts Jonna, , , ,Watts,Jonna,j.watts@mail.xyz, 
josefine.sieben,User,Sieben Josefine, Oberstufe extern,Sieben Josefine, , , ,Sieben,Josefine,j.sieben@mail.xyz, 
josefine.wilkerson,User,Wilkerson Josefine, Handelsmatur,Wilkerson Josefine, , , ,Wilkerson,Josefine,keineMailAddy, 
joy.lin,User,Joy Linder, Oberstufe - Matur,Joy Linder, , , ,Linder,Joy,joy.linder@mail.xyz, 
juergen.strasser,User,Strasser Juergen, Oberstufe extern,Strasser Juergen, , , ,Strasser,Juergen,juergen.strasser@mail.xyz, 
jul.wal,User,Julian Walter, Oberstufe - Matur,Julian Walter, , , ,Walter,Julian,keineMailAddy, 
jule.uhlemann,User,Uhlemann Jule, Handelsmatur,Uhlemann Jule, , , ,Uhlemann,Jule,j.uhlemann@mail.xyz, 
juli.vatter,User,Juli Vatter, deaktiviert,Juli Vatter, , , ,Vatter,Juli,j.vatter@mail.xyz, 
julian.lux,User,Lux Julian, Oberstufe extern,Lux Julian, , , ,Lux,Julian,julian.lux@mail.xyz, 
julie.tyler,User,Julie Tyler, Sekundar extern,Julie Tyler, , , ,Tyler,Julie,julie.tyler@mail.xyz, 
justin.stoehr,User,Justin Stoehr, Sekundar extern,Justin Stoehr, , , ,Stoehr,Justin,justin.stoehr@mail.xyz, 
justus.soto,User,Soto Justus, Handelsmatur,Soto Justus, , , ,Soto,Justus,justus.soto@mail.xyz, 
justus.wiesner,User,Justus Wiesner, Sekundar extern,Justus Wiesner, , , ,Wiesner,Justus,keineMailAddy, 
jut.mut,User,Jutta Mutz, Oberstufe - Matur,Jutta Mutz, , , ,Mutz,Jutta,j.mutz@mail.xyz, 
jut.sta,User,Jutta Stange, Oberstufe - Matur,Jutta Stange, , , ,Stange,Jutta,jutta.stange@mail.xyz, 
kaethe.seidel,User,Kaethe Seidel, Sekundar extern,Kaethe Seidel, , , ,Seidel,Kaethe,kaethe.seidel@mail.xyz, 
kai.sperling,User,Kai Sperling, Sekundar extern,Kai Sperling, , , ,Sperling,Kai,keineMailAddy, 
kai.stock,User,Kai Stock, deaktiviert,Kai Stock, , , ,Stock,Kai,keineMailAddy, 
kai.zorn,User,Kai Zorn, Sekundar extern,Kai Zorn, , , ,Zorn,Kai,keineMailAddy, 
kar.sut,User,Karl Sutton, Oberstufe - Matur,Karl Sutton, , , ,Sutton,Karl,k.sutton@mail.xyz, 
kar.teu,User,Karoline Teuber, Oberstufe - Matur,Karoline Teuber, , , ,Teuber,Karoline,karoline.teuber@mail.xyz, 
kar.uhl,User,Karsten Uhl, Oberstufe - Matur,Karsten Uhl, , , ,Uhl,Karsten,karsten.uhl@mail.xyz, 
karin.stone,User,Stone Karin, Handelsmatur,Stone Karin, , , ,Stone,Karin,keineMailAddy, 
karin.voigt,User,Voigt Karin, Oberstufe extern,Voigt Karin, , , ,Voigt,Karin,k.voigt@mail.xyz, 
karlo.stokes,User,Karlo Stokes, Sekundar extern,Karlo Stokes, , , ,Stokes,Karlo,k.stokes@mail.xyz, 
karlotta.simon,User,Karlotta Simon, Sekundar extern,Karlotta Simon, , , ,Simon,Karlotta,k.simon@mail.xyz, 
karoline.zimmermann,User,Karoline Zimmermann, deaktiviert,Karoline Zimmermann, , , ,Zimmermann,Karoline,keineMailAddy, 
katharina.underwood,User,Underwood Katharina, Oberstufe extern,Underwood Katharina, , , ,Underwood,Katharina,keineMailAddy, 
katharina.waechter,User,Waechter Katharina, Handelsmatur,Waechter Katharina, , , ,Waechter,Katharina,k.waechter@mail.xyz, 
kathrin.seibold,User,Seibold Kathrin, Oberstufe extern,Seibold Kathrin, , , ,Seibold,Kathrin,kathrin.seibold@mail.xyz, 
kathrin.soto,User,Soto Kathrin, Handelsmatur,Soto Kathrin, , , ,Soto,Kathrin,kathrin.soto@mail.xyz, 
kathrin.wood,User,Wood Kathrin, Oberstufe extern,Wood Kathrin, , , ,Wood,Kathrin,kathrin.wood@mail.xyz, 
katja.otte,User,Katja Otte, Sekundar extern,Katja Otte, , , ,Otte,Katja,k.otte@mail.xyz, 
katja.wegner,User,Wegner Katja, Oberstufe extern,Wegner Katja, , , ,Wegner,Katja,k.wegner@mail.xyz, 
keno.ullmann,User,Ullmann Keno, Handelsmatur,Ullmann Keno, , , ,Ullmann,Keno,keineMailAddy, 
kerstin.seite,User,Seite Kerstin, Oberstufe extern,Seite Kerstin, , , ,Seite,Kerstin,kerstin.seite@mail.xyz, 
kev.voi,User,Kevin Voigt, Oberstufe - Matur,Kevin Voigt, , , ,Voigt,Kevin,kevin.voigt@mail.xyz, 
kev.was,User,Kevin Wassermann, Oberstufe - Matur,Kevin Wassermann, , , ,Wassermann,Kevin,k.wassermann@mail.xyz, 
kian.seiler,User,Seiler Kian, Oberstufe extern,Seiler Kian, , , ,Seiler,Kian,keineMailAddy, 
kiara.teschner,User,Teschner Kiara, Oberstufe extern,Teschner Kiara, , , ,Teschner,Kiara,kiara.teschner@mail.xyz, 
kiara.ufer,User,Kiara Ufer, deaktiviert,Kiara Ufer, , , ,Ufer,Kiara,kiara.ufer@mail.xyz, 
kira.spindler,User,Kira Spindler, deaktiviert,Kira Spindler, , , ,Spindler,Kira,kira.spindler@mail.xyz, 
kira.stanley,User,Stanley Kira, Lehrer Handel,Stanley Kira, , , ,Stanley,Kira,kira.stanley@mail.xyz, 
kirsten.strickland,User,Strickland Kirsten, Oberstufe extern,Strickland Kirsten, , , ,Strickland,Kirsten,kirsten.strickland@mail.xyz, 
kjell.webb,User,Kjell Webb, deaktiviert,Kjell Webb, , , ,Webb,Kjell,kjell.webb@mail.xyz, 
klaas.seifried,User,Seifried Klaas, Oberstufe extern,Seifried Klaas, , , ,Seifried,Klaas,keineMailAddy, 
klara.wieser,User,Klara Wieser, Sekundar extern,Klara Wieser, , , ,Wieser,Klara,k.wieser@mail.xyz, 
klaus.thaler,User,Thaler Klaus, Lehrer Handel,Thaler Klaus, , , ,Thaler,Klaus,k.thaler@mail.xyz, 
klaus.yildirim,User,Klaus Yildirim, Sekundar extern,Klaus Yildirim, , , ,Yildirim,Klaus,klaus.yildirim@mail.xyz, 
klemens.lehner,User,Klemens Lehner, Sekundar extern,Klemens Lehner, , , ,Lehner,Klemens,klemens.lehner@mail.xyz, 
klemens.zimmerer,User,Zimmerer Klemens, Handelsmatur,Zimmerer Klemens, , , ,Zimmerer,Klemens,k.zimmerer@mail.xyz, 
konstantin.simpson,User,Simpson Konstantin, Handelsmatur,Simpson Konstantin, , , ,Simpson,Konstantin,k.simpson@mail.xyz, 
konstantin.wachsmuth,User,Wachsmuth Konstantin, Oberstufe extern,Wachsmuth Konstantin, , , ,Wachsmuth,Konstantin,k.wachsmuth@mail.xyz, 
konstantin.wienecke,User,Konstantin Wienecke, deaktiviert,Konstantin Wienecke, , , ,Wienecke,Konstantin,keineMailAddy, 
kri.tra,User,Kristina Trapp, Oberstufe - Matur,Kristina Trapp, , , ,Trapp,Kristina,k.trapp@mail.xyz, 
kri.zac,User,Kristine Zacher, Oberstufe - Matur,Kristine Zacher, , , ,Zacher,Kristine,k.zacher@mail.xyz, 
kristian.vollmer,User,Kristian Vollmer, Sekundar extern,Kristian Vollmer, , , ,Vollmer,Kristian,keineMailAddy, 
kristin.wille,User,Wille Kristin, Oberstufe extern,Wille Kristin, , , ,Wille,Kristin,k.wille@mail.xyz, 
kristina.steffens,User,Kristina Steffens, deaktiviert,Kristina Steffens, , , ,Steffens,Kristina,keineMailAddy, 
kristina.stevenson,User,Stevenson Kristina, Oberstufe extern,Stevenson Kristina, , , ,Stevenson,Kristina,keineMailAddy, 
kristina.wichmann,User,Kristina Wichmann, Sekundar extern,Kristina Wichmann, , , ,Wichmann,Kristina,kristina.wichmann@mail.xyz, 
kristine.strahl,User,Kristine Strahl, deaktiviert,Kristine Strahl, , , ,Strahl,Kristine,kristine.strahl@mail.xyz, 
kristine.uhl,User,Uhl Kristine, Oberstufe extern,Uhl Kristine, , , ,Uhl,Kristine,k.uhl@mail.xyz, 
kristof.seidel,User,Kristof Seidel, Sekundar extern,Kristof Seidel, , , ,Seidel,Kristof,kristof.seidel@mail.xyz, 
kurt.wald,User,Kurt Wald, deaktiviert,Kurt Wald, , , ,Wald,Kurt,k.wald@mail.xyz, 
laila.wise,User,Laila Wise, deaktiviert,Laila Wise, , , ,Wise,Laila,l.wise@mail.xyz, 
larissa.wiegand,User,Wiegand Larissa, Oberstufe extern,Wiegand Larissa, , , ,Wiegand,Larissa,l.wiegand@mail.xyz, 
lasse.neuberger,User,Lasse Neuberger, Lehrer Gym,Lasse Neuberger, , , ,Neuberger,Lasse,l.neuberger@mail.xyz, 
laurens.mosch,User,Mosch Laurens, Oberstufe extern,Mosch Laurens, , , ,Mosch,Laurens,l.mosch@mail.xyz, 
laurenz.weger,User,Laurenz Weger, deaktiviert,Laurenz Weger, , , ,Weger,Laurenz,l.weger@mail.xyz, 
laurin.zabel,User,Laurin Zabel, deaktiviert,Laurin Zabel, , , ,Zabel,Laurin,keineMailAddy, 
lea.sin,User,Leandra Singh, Oberstufe - Matur,Leandra Singh, , , ,Singh,Leandra,keineMailAddy, 
lea.wehrmann,User,Lea Wehrmann, Sekundar extern,Lea Wehrmann, , , ,Wehrmann,Lea,lea.wehrmann@mail.xyz, 
lea.wil,User,Leandra Willer, Oberstufe - Matur,Leandra Willer, , , ,Willer,Leandra,leandra.willer@mail.xyz, 
leander.yildiz,User,Leander Yildiz, Sekundar extern,Leander Yildiz, , , ,Yildiz,Leander,leander.yildiz@mail.xyz, 
leandra.neal,User,Neal Leandra, Handelsmatur,Neal Leandra, , , ,Neal,Leandra,l.neal@mail.xyz, 
leandra.willems,User,Willems Leandra, Handelsmatur,Willems Leandra, , , ,Willems,Leandra,l.willems@mail.xyz, 
leif.teuber,User,Leif Teuber, Sekundar extern,Leif Teuber, , , ,Teuber,Leif,keineMailAddy, 
lena.summers,User,Lena Summers, deaktiviert,Lena Summers, , , ,Summers,Lena,l.summers@mail.xyz, 
lennox.mandel,User,Lennox Mandel, deaktiviert,Lennox Mandel, , , ,Mandel,Lennox,keineMailAddy, 
leo.ziller,User,Ziller Leo, Oberstufe extern,Ziller Leo, , , ,Ziller,Leo,l.ziller@mail.xyz, 
leon.teuber,User,Teuber Leon, Handelsmatur,Teuber Leon, , , ,Teuber,Leon,l.teuber@mail.xyz, 
leonard.laskowski,User,Laskowski Leonard, Oberstufe extern,Laskowski Leonard, , , ,Laskowski,Leonard,keineMailAddy, 
leonardo.toennies,User,Toennies Leonardo, Oberstufe extern,Toennies Leonardo, , , ,Toennies,Leonardo,l.toennies@mail.xyz, 
leoni.sigmund,User,Leoni Sigmund, Sekundar extern,Leoni Sigmund, , , ,Sigmund,Leoni,leoni.sigmund@mail.xyz, 
levin.young,User,Levin Young, deaktiviert,Levin Young, , , ,Young,Levin,levin.young@mail.xyz, 
lewin.terry,User,Terry Lewin, Handelsmatur,Terry Lewin, , , ,Terry,Lewin,l.terry@mail.xyz, 
lia.wim,User,Lia Wimmer, Oberstufe - Matur,Lia Wimmer, , , ,Wimmer,Lia,lia.wimmer@mail.xyz, 
liam.mcbride,User,McBride Liam, Oberstufe extern,McBride Liam, , , ,McBride,Liam,l.mcbride@mail.xyz, 
liam.vetter,User,Liam Vetter, Sekundar extern,Liam Vetter, , , ,Vetter,Liam,l.vetter@mail.xyz, 
liam.watkins,User,Liam Watkins, deaktiviert,Liam Watkins, , , ,Watkins,Liam,l.watkins@mail.xyz, 
lili.troeger,User,Lili Troeger, deaktiviert,Lili Troeger, , , ,Troeger,Lili,keineMailAddy, 
lilian.meurer,User,Lilian Meurer, Sekundar extern,Lilian Meurer, , , ,Meurer,Lilian,lilian.meurer@mail.xyz, 
lilly.oberlaender,User,Oberlaender Lilly, Handelsmatur,Oberlaender Lilly, , , ,Oberlaender,Lilly,lilly.oberlaender@mail.xyz, 
lina.silva,User,Silva Lina, Handelsmatur,Silva Lina, , , ,Silva,Lina,l.silva@mail.xyz, 
linn.ott,User,Linn Ott, Sekundar extern,Linn Ott, , , ,Ott,Linn,linn.ott@mail.xyz, 
linn.vaupel,User,Vaupel Linn, Oberstufe extern,Vaupel Linn, , , ,Vaupel,Linn,l.vaupel@mail.xyz, 
lion.wilhelms,User,Wilhelms Lion, Oberstufe extern,Wilhelms Lion, , , ,Wilhelms,Lion,lion.wilhelms@mail.xyz, 
lisa.wieser,User,Wieser Lisa, Oberstufe extern,Wieser Lisa, , , ,Wieser,Lisa,lisa.wieser@mail.xyz, 
liv.weaver,User,Weaver Liv, Oberstufe extern,Weaver Liv, , , ,Weaver,Liv,l.weaver@mail.xyz, 
lorena.stadler,User,Stadler Lorena, Oberstufe extern,Stadler Lorena, , , ,Stadler,Lorena,lorena.stadler@mail.xyz, 
lorenz.selle,User,Lorenz Selle, Sekundar extern,Lorenz Selle, , , ,Selle,Lorenz,lorenz.selle@mail.xyz, 
lothar.wehner,User,Wehner Lothar, Oberstufe extern,Wehner Lothar, , , ,Wehner,Lothar,lothar.wehner@mail.xyz, 
lou.var,User,Louisa Vargas, Oberstufe - Matur,Louisa Vargas, , , ,Vargas,Louisa,louisa.vargas@mail.xyz, 
louis.wong,User,Louis Wong, deaktiviert,Louis Wong, , , ,Wong,Louis,l.wong@mail.xyz, 
luc.nash,User,Luc Nash, deaktiviert,Luc Nash, , , ,Nash,Luc,luc.nash@mail.xyz, 
luc.tischler,User,Tischler Luc, Oberstufe extern,Tischler Luc, , , ,Tischler,Luc,l.tischler@mail.xyz, 
luc.waten,User,Waten Luc, Oberstufe extern,Waten Luc, , , ,Waten,Luc,luc.waten@mail.xyz, 
luc.zorn,User,Zorn Luc, Oberstufe extern,Zorn Luc, , , ,Zorn,Luc,l.zorn@mail.xyz, 
lucia.wecker,User,Lucia Wecker, deaktiviert,Lucia Wecker, , , ,Wecker,Lucia,keineMailAddy, 
lucie.menke,User,Menke Lucie, Handelsmatur,Menke Lucie, , , ,Menke,Lucie,lucie.menke@mail.xyz, 
lui.sey,User,Luis Seybold, Oberstufe - Matur,Luis Seybold, , , ,Seybold,Luis,l.seybold@mail.xyz, 
luis.stoll,User,Luis Stoll, deaktiviert,Luis Stoll, , , ,Stoll,Luis,luis.stoll@mail.xyz, 
luisa.zoeller,User,Zoeller Luisa, Oberstufe extern,Zoeller Luisa, , , ,Zoeller,Luisa,l.zoeller@mail.xyz, 
luk.sin,User,Lukas Sinn, Oberstufe - Matur,Lukas Sinn, , , ,Sinn,Lukas,keineMailAddy, 
luke.sell,User,Sell Luke, Handelsmatur,Sell Luke, , , ,Sell,Luke,l.sell@mail.xyz, 
luke.terry,User,Luke Terry, deaktiviert,Luke Terry, , , ,Terry,Luke,luke.terry@mail.xyz, 
luke.watson,User,Watson Luke, Handelsmatur,Watson Luke, , , ,Watson,Luke,l.watson@mail.xyz, 
lyn.manske,User,Lyn Manske, deaktiviert,Lyn Manske, , , ,Manske,Lyn,keineMailAddy, 
lyn.wie,User,Lynn Wiesmann, Oberstufe - Matur,Lynn Wiesmann, , , ,Wiesmann,Lynn,l.wiesmann@mail.xyz, 
madeleine.kuehn,User,Kuehn Madeleine, Handelsmatur,Kuehn Madeleine, , , ,Kuehn,Madeleine,madeleine.kuehn@mail.xyz, 
mads.seidl,User,Mads Seidl, deaktiviert,Mads Seidl, , , ,Seidl,Mads,keineMailAddy, 
mads.wild,User,Mads Wild, Sekundar extern,Mads Wild, , , ,Wild,Mads,mads.wild@mail.xyz, 
magdalena.spang,User,Spang Magdalena, Oberstufe extern,Spang Magdalena, , , ,Spang,Magdalena,magdalena.spang@mail.xyz, 
maike.sell,User,Maike Sell, Sekundar extern,Maike Sell, , , ,Sell,Maike,maike.sell@mail.xyz, 
maike.taylor,User,Taylor Maike, Oberstufe extern,Taylor Maike, , , ,Taylor,Maike,m.taylor@mail.xyz, 
maike.terry,User,Maike Terry, Sekundar extern,Maike Terry, , , ,Terry,Maike,keineMailAddy, 
malin.tamm,User,Malin Tamm, Sekundar extern,Malin Tamm, , , ,Tamm,Malin,keineMailAddy, 
malin.ufer,User,Ufer Malin, Oberstufe extern,Ufer Malin, , , ,Ufer,Malin,m.ufer@mail.xyz, 
malte.witte,User,Malte Witte, Sekundar extern,Malte Witte, , , ,Witte,Malte,malte.witte@mail.xyz, 
malte.zach,User,Malte Zach, deaktiviert,Malte Zach, , , ,Zach,Malte,malte.zach@mail.xyz, 
mandy.theis,User,Mandy Theis, deaktiviert,Mandy Theis, , , ,Theis,Mandy,mandy.theis@mail.xyz, 
manuela.pauli,User,Pauli Manuela, Handelsmatur,Pauli Manuela, , , ,Pauli,Manuela,manuela.pauli@mail.xyz, 
mar.mue,User,Marlis Muench, Oberstufe - Matur,Marlis Muench, , , ,Muench,Marlis,m.muench@mail.xyz, 
mar.sie,User,Marie Siekmann, Oberstufe - Matur,Marie Siekmann, , , ,Siekmann,Marie,keineMailAddy, 
mar.sim,User,Marlies Simmons, Oberstufe - Matur,Marlies Simmons, , , ,Simmons,Marlies,m.simmons@mail.xyz, 
mar.tra,User,Margarete Trautmann, Oberstufe - Matur,Margarete Trautmann, , , ,Trautmann,Margarete,keineMailAddy, 
mar.voi,User,Marianne Voigt, Oberstufe - Matur,Marianne Voigt, , , ,Voigt,Marianne,keineMailAddy, 
mar.wag,User,Mareike Wagenknecht, Oberstufe - Matur,Mareike Wagenknecht, , , ,Wagenknecht,Mareike,mareike.wagenknecht@mail.xyz, 
mar.zim,User,Marlis Zimmerer, Oberstufe - Matur,Marlis Zimmerer, , , ,Zimmerer,Marlis,marlis.zimmerer@mail.xyz, 
mara.sullivan,User,Sullivan Mara, Oberstufe extern,Sullivan Mara, , , ,Sullivan,Mara,m.sullivan@mail.xyz, 
marah.senioren,User,Senioren Marah, Handelsmatur,Senioren Marah, , , ,Senioren,Marah,m.senioren@mail.xyz, 
marah.siebert,User,Siebert Marah, Oberstufe extern,Siebert Marah, , , ,Siebert,Marah,keineMailAddy, 
marcel.tauber,User,Marcel Tauber, Sekundar extern,Marcel Tauber, , , ,Tauber,Marcel,keineMailAddy, 
marcel.wiesner,User,Marcel Wiesner, Sekundar extern,Marcel Wiesner, , , ,Wiesner,Marcel,m.wiesner@mail.xyz, 
mareike.morgenstern,User,Morgenstern Mareike, Oberstufe extern,Morgenstern Mareike, , , ,Morgenstern,Mareike,mareike.morgenstern@mail.xyz, 
maren.mundt,User,Maren Mundt, Sekundar extern,Maren Mundt, , , ,Mundt,Maren,maren.mundt@mail.xyz, 
margot.wehner,User,Margot Wehner, Sekundar extern,Margot Wehner, , , ,Wehner,Margot,margot.wehner@mail.xyz, 
margot.zeitler,User,Zeitler Margot, Handelsmatur,Zeitler Margot, , , ,Zeitler,Margot,keineMailAddy, 
marianne.struck,User,Marianne Struck, Sekundar extern,Marianne Struck, , , ,Struck,Marianne,marianne.struck@mail.xyz, 
marike.seitz,User,Marike Seitz, Sekundar extern,Marike Seitz, , , ,Seitz,Marike,keineMailAddy, 
mario.stahlgruber,User,Stahlgruber Mario, Handelsmatur,Stahlgruber Mario, , , ,Stahlgruber,Mario,m.stahlgruber@mail.xyz, 
mario.wegener,User,Mario Wegener, deaktiviert,Mario Wegener, , , ,Wegener,Mario,m.wegener@mail.xyz, 
marlis.sievers,User,Sievers Marlis, Oberstufe extern,Sievers Marlis, , , ,Sievers,Marlis,m.sievers@mail.xyz, 
marlon.wanner,User,Wanner Marlon, Handelsmatur,Wanner Marlon, , , ,Wanner,Marlon,keineMailAddy, 
marta.seiffert,User,Seiffert Marta, Oberstufe extern,Seiffert Marta, , , ,Seiffert,Marta,keineMailAddy, 
marten.watson,User,Watson Marten, Handelsmatur,Watson Marten, , , ,Watson,Marten,m.watson@mail.xyz, 
martha.wiesner,User,Wiesner Martha, Oberstufe extern,Wiesner Martha, , , ,Wiesner,Martha,martha.wiesner@mail.xyz, 
martin.zimmerer,User,Martin Zimmerer, Sekundar extern,Martin Zimmerer, , , ,Zimmerer,Martin,m.zimmerer@mail.xyz, 
mat.law,User,Matilda Lawrence, Oberstufe - Matur,Matilda Lawrence, , , ,Lawrence,Matilda,keineMailAddy, 
mat.sie,User,Matthis Siemer, Oberstufe - Matur,Matthis Siemer, , , ,Siemer,Matthis,m.siemer@mail.xyz, 
mat.ste,User,Matti Steele, Oberstufe - Matur,Matti Steele, , , ,Steele,Matti,m.steele@mail.xyz, 
mat.tei,User,Mathies Teichert, Oberstufe - Matur,Mathies Teichert, , , ,Teichert,Mathies,mathies.teichert@mail.xyz, 
mat.tho,User,Mathies Thornton, Oberstufe - Matur,Mathies Thornton, , , ,Thornton,Mathies,mathies.thornton@mail.xyz, 
mathias.trost,User,Mathias Trost, deaktiviert,Mathias Trost, , , ,Trost,Mathias,keineMailAddy, 
mathias.tucker,User,Tucker Mathias, Oberstufe extern,Tucker Mathias, , , ,Tucker,Mathias,m.tucker@mail.xyz, 
mathis.newman,User,Mathis Newman, deaktiviert,Mathis Newman, , , ,Newman,Mathis,keineMailAddy, 
mathis.yildiz,User,Mathis Yildiz, Sekundar extern,Mathis Yildiz, , , ,Yildiz,Mathis,keineMailAddy, 
mats.stiller,User,Stiller Mats, Oberstufe extern,Stiller Mats, , , ,Stiller,Mats,m.stiller@mail.xyz, 
matteo.thomsen,User,Thomsen Matteo, Oberstufe extern,Thomsen Matteo, , , ,Thomsen,Matteo,matteo.thomsen@mail.xyz, 
matteo.wenzel,User,Matteo Wenzel, Sekundar extern,Matteo Wenzel, , , ,Wenzel,Matteo,matteo.wenzel@mail.xyz, 
matteo.zeitz,User,Matteo Zeitz, Sekundar extern,Matteo Zeitz, , , ,Zeitz,Matteo,m.zeitz@mail.xyz, 
matthias.marschall,User,Marschall Matthias, Handelsmatur,Marschall Matthias, , , ,Marschall,Matthias,m.marschall@mail.xyz, 
matthis.vetter,User,Vetter Matthis, Oberstufe extern,Vetter Matthis, , , ,Vetter,Matthis,matthis.vetter@mail.xyz, 
matti.stanley,User,Matti Stanley, deaktiviert,Matti Stanley, , , ,Stanley,Matti,m.stanley@mail.xyz, 
mattis.toennies,User,Mattis Toennies, deaktiviert,Mattis Toennies, , , ,Toennies,Mattis,m.toennies@mail.xyz, 
mattis.wald,User,Wald Mattis, Oberstufe extern,Wald Mattis, , , ,Wald,Mattis,keineMailAddy, 
max.tews,User,Max Tews, deaktiviert,Max Tews, , , ,Tews,Max,max.tews@mail.xyz, 
may.tes,User,Maya Teske, Oberstufe - Matur,Maya Teske, , , ,Teske,Maya,maya.teske@mail.xyz, 
maya.wittmann,User,Maya Wittmann, deaktiviert,Maya Wittmann, , , ,Wittmann,Maya,maya.wittmann@mail.xyz, 
mei.ort,User,Meik Ortega, Oberstufe - Matur,Meik Ortega, , , ,Ortega,Meik,meik.ortega@mail.xyz, 
meik.wecker,User,Wecker Meik, Oberstufe extern,Wecker Meik, , , ,Wecker,Meik,keineMailAddy, 
meike.sprenger,User,Sprenger Meike, Handelsmatur,Sprenger Meike, , , ,Sprenger,Meike,m.sprenger@mail.xyz, 
meike.veit,User,Meike Veit, Sekundar extern,Meike Veit, , , ,Veit,Meike,keineMailAddy, 
melissa.langenbach,User,Langenbach Melissa, Oberstufe extern,Langenbach Melissa, , , ,Langenbach,Melissa,melissa.langenbach@mail.xyz, 
melvin.tillmann,User,Tillmann Melvin, Handelsmatur,Tillmann Melvin, , , ,Tillmann,Melvin,melvin.tillmann@mail.xyz, 
melvin.watts,User,Melvin Watts, Sekundar extern,Melvin Watts, , , ,Watts,Melvin,keineMailAddy, 
merle.ziemann,User,Merle Ziemann, Sekundar extern,Merle Ziemann, , , ,Ziemann,Merle,merle.ziemann@mail.xyz, 
mia.spur,User,Mia Spur, Sekundar extern,Mia Spur, , , ,Spur,Mia,mia.spur@mail.xyz, 
mic.val,User,Michel Valdez, Oberstufe - Matur,Michel Valdez, , , ,Valdez,Michel,m.valdez@mail.xyz, 
michael.stock,User,Michael Stock, Sekundar extern,Michael Stock, , , ,Stock,Michael,m.stock@mail.xyz, 
michael.wall,User,Michael Wall, deaktiviert,Michael Wall, , , ,Wall,Michael,m.wall@mail.xyz, 
michel.sonnenberg,User,Sonnenberg Michel, Oberstufe extern,Sonnenberg Michel, , , ,Sonnenberg,Michel,keineMailAddy, 
miguel.simmons,User,Miguel Simmons, deaktiviert,Miguel Simmons, , , ,Simmons,Miguel,m.simmons@mail.xyz, 
mil.ste,User,Mila Steele, Oberstufe - Matur,Mila Steele, , , ,Steele,Mila,mila.steele@mail.xyz, 
mila.ludwig,User,Mila Ludwig, deaktiviert,Mila Ludwig, , , ,Ludwig,Mila,keineMailAddy, 
mila.siemer,User,Mila Siemer, Sekundar extern,Mila Siemer, , , ,Siemer,Mila,m.siemer@mail.xyz, 
mila.tetzlaff,User,Tetzlaff Mila, Handelsmatur,Tetzlaff Mila, , , ,Tetzlaff,Mila,m.tetzlaff@mail.xyz, 
milan.overbeck,User,Milan Overbeck, deaktiviert,Milan Overbeck, , , ,Overbeck,Milan,keineMailAddy, 
milan.stephens,User,Stephens Milan, Oberstufe extern,Stephens Milan, , , ,Stephens,Milan,m.stephens@mail.xyz, 
mir.lam,User,Mirco Lamers, Oberstufe - Matur,Mirco Lamers, , , ,Lamers,Mirco,m.lamers@mail.xyz, 
mir.tod,User,Mirko Todd, Oberstufe - Matur,Mirko Todd, , , ,Todd,Mirko,keineMailAddy, 
mir.war,User,Mirko Warneke, Oberstufe - Matur,Mirko Warneke, , , ,Warneke,Mirko,keineMailAddy, 
