Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
kristian.schwenke,User,Kristian Schwenke, Sekundar extern,Kristian Schwenke, , , ,Schwenke,Kristian,keineMailAddy, 
kristine.schiller,User,Schiller Kristine, Oberstufe extern,Schiller Kristine, , , ,Schiller,Kristine,kristine.schiller@mail.xyz, 
laila.rogers,User,Rogers Laila, Oberstufe extern,Rogers Laila, , , ,Rogers,Laila,laila.rogers@mail.xyz, 
lar.pri,User,Lars Price, Oberstufe - Matur,Lars Price, , , ,Price,Lars,lars.price@mail.xyz, 
lars.schubert,User,Lars Schubert, Sekundar extern,Lars Schubert, , , ,Schubert,Lars,keineMailAddy, 
las.sch,User,Lasse Schweers, Oberstufe - Matur,Lasse Schweers, , , ,Schweers,Lasse,l.schweers@mail.xyz, 
laura.pittman,User,Laura Pittman, Sekundar extern,Laura Pittman, , , ,Pittman,Laura,keineMailAddy, 
laurin.raab,User,Raab Laurin, Oberstufe extern,Raab Laurin, , , ,Raab,Laurin,keineMailAddy, 
laurin.rank,User,Rank Laurin, Oberstufe extern,Rank Laurin, , , ,Rank,Laurin,l.rank@mail.xyz, 
laurin.schramm,User,Laurin Schramm, deaktiviert,Laurin Schramm, , , ,Schramm,Laurin,keineMailAddy, 
lea.sch,User,Leandra Schrader, Oberstufe - Matur,Leandra Schrader, , , ,Schrader,Leandra,leandra.schrader@mail.xyz, 
leander.seel,User,Seel Leander, Oberstufe extern,Seel Leander, , , ,Seel,Leander,l.seel@mail.xyz, 
lei.rod,User,Leif Rodriquez, Oberstufe - Matur,Leif Rodriquez, , , ,Rodriquez,Leif,leif.rodriquez@mail.xyz, 
lennard.ranft,User,Ranft Lennard, Handelsmatur,Ranft Lennard, , , ,Ranft,Lennard,lennard.ranft@mail.xyz, 
lennox.rice,User,Rice Lennox, Handelsmatur,Rice Lennox, , , ,Rice,Lennox,keineMailAddy, 
lennox.ricer,User,Ricer Lennox, Handelsmatur,Ricer Lennox, , , ,Ricer,Lennox,l.rice@mail.xyz, 
leoni.rainer,User,Leoni Rainer, Sekundar extern,Leoni Rainer, , , ,Rainer,Leoni,leoni.rainer@mail.xyz, 
lew.sau,User,Lewin Saupe, Oberstufe - Matur,Lewin Saupe, , , ,Saupe,Lewin,l.saupe@mail.xyz, 
lewin.scholl,User,Scholl Lewin, Oberstufe extern,Scholl Lewin, , , ,Scholl,Lewin,l.scholl@mail.xyz, 
lia.qui,User,Lia Quinn, Oberstufe - Matur,Lia Quinn, , , ,Quinn,Lia,keineMailAddy, 
liah.reichelt,User,Reichelt Liah, Oberstufe extern,Reichelt Liah, , , ,Reichelt,Liah,liah.reichelt@mail.xyz, 
liam.schrader,User,Liam Schrader, Sekundar extern,Liam Schrader, , , ,Schrader,Liam,l.schrader@mail.xyz, 
lili.schuette,User,Lili Schuette, deaktiviert,Lili Schuette, , , ,Schuette,Lili,lili.schuette@mail.xyz, 
lilly.pfeffer,User,Pfeffer Lilly, Oberstufe extern,Pfeffer Lilly, , , ,Pfeffer,Lilly,keineMailAddy, 
linda.schumacher,User,Schumacher Linda, Oberstufe extern,Schumacher Linda, , , ,Schumacher,Linda,keineMailAddy, 
linn.rech,User,Rech Linn, Handelsmatur,Rech Linn, , , ,Rech,Linn,l.rech@mail.xyz, 
linus.rademacher,User,Rademacher Linus, Oberstufe extern,Rademacher Linus, , , ,Rademacher,Linus,l.rademacher@mail.xyz, 
linus.schweitzer,User,Schweitzer Linus, Handelsmatur,Schweitzer Linus, , , ,Schweitzer,Linus,keineMailAddy, 
liv.sch,User,Liv Schmidt, Oberstufe - Matur,Liv Schmidt, , , ,Schmidt,Liv,l.schmidt@mail.xyz, 
lorena.pfeifer,User,Pfeifer Lorena, Oberstufe extern,Pfeifer Lorena, , , ,Pfeifer,Lorena,lorena.pfeifer@mail.xyz, 
lothar.reisinger,User,Lothar Reisinger, deaktiviert,Lothar Reisinger, , , ,Reisinger,Lothar,l.reisinger@mail.xyz, 
luc.rei,User,Lucia Reisinger, Oberstufe - Matur,Lucia Reisinger, , , ,Reisinger,Lucia,lucia.reisinger@mail.xyz, 
luc.roessler,User,Roessler Luc, Handelsmatur,Roessler Luc, , , ,Roessler,Luc,luc.roessler@mail.xyz, 
luc.sau,User,Luc Sautter, Oberstufe - Matur,Luc Sautter, , , ,Sautter,Luc,l.sautter@mail.xyz, 
lucia.phelps,User,Lucia Phelps, Sekundar extern,Lucia Phelps, , , ,Phelps,Lucia,lucia.phelps@mail.xyz, 
lucy.rhein,User,Lucy Rhein, Sekundar extern,Lucy Rhein, , , ,Rhein,Lucy,keineMailAddy, 
lucy.schick,User,Schick Lucy, Oberstufe extern,Schick Lucy, , , ,Schick,Lucy,lucy.schick@mail.xyz, 
luis.schweiger,User,Luis Schweiger, Sekundar extern,Luis Schweiger, , , ,Schweiger,Luis,l.schweiger@mail.xyz, 
luka.ruf,User,Luka Ruf, deaktiviert,Luka Ruf, , , ,Ruf,Luka,luka.ruf@mail.xyz, 
lyn.ruf,User,Lyn Ruf, Oberstufe - Matur,Lyn Ruf, , , ,Ruf,Lyn,keineMailAddy, 
lynn.provinzial,User,Lynn Provinzial, deaktiviert,Lynn Provinzial, , , ,Provinzial,Lynn,lynn.provinzial@mail.xyz, 
maik.schatz,User,Schatz Maik, Handelsmatur,Schatz Maik, , , ,Schatz,Maik,m.schatz@mail.xyz, 
maike.price,User,Maike Price, deaktiviert,Maike Price, , , ,Price,Maike,maike.price@mail.xyz, 
maja.phillips,User,Phillips Maja, Handelsmatur,Phillips Maja, , , ,Phillips,Maja,maja.phillips@mail.xyz, 
manfred.radermacher,User,Radermacher Manfred, Handelsmatur,Radermacher Manfred, , , ,Radermacher,Manfred,m.radermacher@mail.xyz, 
manfred.rasche,User,Rasche Manfred, Handelsmatur,Rasche Manfred, , , ,Rasche,Manfred,keineMailAddy, 
manuela.rein,User,Manuela Rein, Sekundar extern,Manuela Rein, , , ,Rein,Manuela,m.rein@mail.xyz, 
mar.sas,User,Marc Sasse, Oberstufe - Matur,Marc Sasse, , , ,Sasse,Marc,m.sasse@mail.xyz, 
mar.sch,User,Maria Scheer, Oberstufe - Matur,Maria Scheer, , , ,Scheer,Maria,maria.scheer@mail.xyz, 
marah.rieger,User,Marah Rieger, deaktiviert,Marah Rieger, , , ,Rieger,Marah,marah.rieger@mail.xyz, 
marcel.seeger,User,Marcel Seeger, Sekundar extern,Marcel Seeger, , , ,Seeger,Marcel,marcel.seeger@mail.xyz, 
mareike.roos,User,Mareike Roos, Sekundar extern,Mareike Roos, , , ,Roos,Mareike,m.roos@mail.xyz, 
maren.pfeffer,User,Maren Pfeffer, Sekundar extern,Maren Pfeffer, , , ,Pfeffer,Maren,m.pfeffer@mail.xyz, 
maren.schoen,User,Schoen Maren, Oberstufe extern,Schoen Maren, , , ,Schoen,Maren,maren.schoen@mail.xyz, 
maria.sahin,User,Maria Sahin, deaktiviert,Maria Sahin, , , ,Sahin,Maria,m.sahin@mail.xyz, 
marianne.rademacher,User,Rademacher Marianne, Oberstufe extern,Rademacher Marianne, , , ,Rademacher,Marianne,keineMailAddy, 
marike.reineke,User,Marike Reineke, deaktiviert,Marike Reineke, , , ,Reineke,Marike,keineMailAddy, 
marius.pueschel,User,Pueschel Marius, Handelsmatur,Pueschel Marius, , , ,Pueschel,Marius,keineMailAddy, 
marius.sack,User,Marius Sack, Sekundar extern,Marius Sack, , , ,Sack,Marius,marius.sack@mail.xyz, 
markus.schmied,User,Markus Schmied, deaktiviert,Markus Schmied, , , ,Schmied,Markus,m.schmied@mail.xyz, 
marlies.riley,User,Marlies Riley, Sekundar extern,Marlies Riley, , , ,Riley,Marlies,marlies.riley@mail.xyz, 
marlis.seger,User,Seger Marlis, Oberstufe extern,Seger Marlis, , , ,Seger,Marlis,m.seger@mail.xyz, 
marta.reinke,User,Reinke Marta, Oberstufe extern,Reinke Marta, , , ,Reinke,Marta,m.reinke@mail.xyz, 
marten.rother,User,Rother Marten, Handelsmatur,Rother Marten, , , ,Rother,Marten,keineMailAddy, 
martin.seeberger,User,Martin Seeberger, deaktiviert,Martin Seeberger, , , ,Seeberger,Martin,martin.seeberger@mail.xyz, 
martina.petermann,User,Martina Petermann, deaktiviert,Martina Petermann, , , ,Petermann,Martina,keineMailAddy, 
marvin.rodriguez,User,Marvin Rodriguez, deaktiviert,Marvin Rodriguez, , , ,Rodriguez,Marvin,marvin.rodriguez@mail.xyz, 
marvin.scheerer,User,Scheerer Marvin, Handelsmatur,Scheerer Marvin, , , ,Scheerer,Marvin,marvin.scheerer@mail.xyz, 
marvin.schweikert,User,Marvin Schweikert, deaktiviert,Marvin Schweikert, , , ,Schweikert,Marvin,m.schweikert@mail.xyz, 
mathis.schell,User,Mathis Schell, deaktiviert,Mathis Schell, , , ,Schell,Mathis,keineMailAddy, 
mats.schuetz,User,Schuetz Mats, Handelsmatur,Schuetz Mats, , , ,Schuetz,Mats,mats.schuetz@mail.xyz, 
matthias.saal,User,Saal Matthias, Oberstufe extern,Saal Matthias, , , ,Saal,Matthias,m.saal@mail.xyz, 
matthis.schleicher,User,Matthis Schleicher, Lehrer Gym,Matthis Schleicher, , , ,Schleicher,Matthis,matthis.schleicher@mail.xyz, 
mattis.schneider,User,Schneider Mattis, Handelsmatur,Schneider Mattis, , , ,Schneider,Mattis,keineMailAddy, 
maurice.schuessler,User,Maurice Schuessler, deaktiviert,Maurice Schuessler, , , ,Schuessler,Maurice,maurice.schuessler@mail.xyz, 
max.sch,User,Maximilian Schuhmacher, Oberstufe - Matur,Maximilian Schuhmacher, , , ,Schuhmacher,Maximilian,keineMailAddy, 
maxim.schaedler,User,Schaedler Maxim, Oberstufe extern,Schaedler Maxim, , , ,Schaedler,Maxim,maxim.schaedler@mail.xyz, 
maximilian.pelzer,User,Maximilian Pelzer, deaktiviert,Maximilian Pelzer, , , ,Pelzer,Maximilian,maximilian.pelzer@mail.xyz, 
mic.sei,User,Michel Seibel, Oberstufe - Matur,Michel Seibel, , , ,Seibel,Michel,michel.seibel@mail.xyz, 
michel.roemer,User,Roemer Michel, Oberstufe extern,Roemer Michel, , , ,Roemer,Michel,m.roemer@mail.xyz, 
michelle.schauer,User,Michelle Schauer, Lehrer Gym,Michelle Schauer, , , ,Schauer,Michelle,keineMailAddy, 
michelle.schnell,User,Schnell Michelle, Oberstufe extern,Schnell Michelle, , , ,Schnell,Michelle,michelle.schnell@mail.xyz, 
mina.seemann,User,Seemann Mina, Handelsmatur,Seemann Mina, , , ,Seemann,Mina,m.seemann@mail.xyz, 
mir.rei,User,Mirco Reischl, Oberstufe - Matur,Mirco Reischl, , , ,Reischl,Mirco,keineMailAddy, 
miriam.peschel,User,Miriam Peschel, Sekundar extern,Miriam Peschel, , , ,Peschel,Miriam,m.peschel@mail.xyz, 
mirko.reinke,User,Reinke Mirko, Oberstufe extern,Reinke Mirko, , , ,Reinke,Mirko,mirko.reinke@mail.xyz, 
mirko.renner,User,Renner Mirko, Handelsmatur,Renner Mirko, , , ,Renner,Mirko,m.renner@mail.xyz, 
mirko.schatz,User,Mirko Schatz, deaktiviert,Mirko Schatz, , , ,Schatz,Mirko,m.schatz@mail.xyz, 
mona.schoenfeld,User,Schoenfeld Mona, Handelsmatur,Schoenfeld Mona, , , ,Schoenfeld,Mona,m.schoenfeld@mail.xyz, 
monica.renner,User,Renner Monica, Handelsmatur,Renner Monica, , , ,Renner,Monica,monica.renner@mail.xyz, 
nadin.schmidt,User,Nadin Schmidt, Sekundar extern,Nadin Schmidt, , , ,Schmidt,Nadin,n.schmidt@mail.xyz, 
nadine.schuhmacher,User,Nadine Schuhmacher, Sekundar extern,Nadine Schuhmacher, , , ,Schuhmacher,Nadine,keineMailAddy, 
nic.pfa,User,Nic Pfaff, Oberstufe - Matur,Nic Pfaff, , , ,Pfaff,Nic,keineMailAddy, 
nicole.schwarze,User,Schwarze Nicole, Handelsmatur,Schwarze Nicole, , , ,Schwarze,Nicole,keineMailAddy, 
norbert.sacher,User,Norbert Sacher, Sekundar extern,Norbert Sacher, , , ,Sacher,Norbert,keineMailAddy, 
ole.saul,User,Ole Saul, deaktiviert,Ole Saul, , , ,Saul,Ole,ole.saul@mail.xyz, 
oli.rei,User,Olivia Reiners, Oberstufe - Matur,Olivia Reiners, , , ,Reiners,Olivia,olivia.reiners@mail.xyz, 
oskar.richardson,User,Oskar Richardson, Sekundar extern,Oskar Richardson, , , ,Richardson,Oskar,keineMailAddy, 
otto.rau,User,Rau Otto, Handelsmatur,Rau Otto, , , ,Rau,Otto,o.rau@mail.xyz, 
pat.rei,User,Patrik Reim, Oberstufe - Matur,Patrik Reim, , , ,Reim,Patrik,p.reim@mail.xyz, 
paula.salon,User,Salon Paula, Oberstufe extern,Salon Paula, , , ,Salon,Paula,paula.salon@mail.xyz, 
paulina.schwer,User,Paulina Schwer, deaktiviert,Paulina Schwer, , , ,Schwer,Paulina,paulina.schwer@mail.xyz, 
pet.raa,User,Peter Raab, Oberstufe - Matur,Peter Raab, , , ,Raab,Peter,keineMailAddy, 
pet.rei,User,Petra Reinartz, Oberstufe - Matur,Petra Reinartz, , , ,Reinartz,Petra,p.reinartz@mail.xyz, 
peter.rank,User,Peter Rank, Sekundar extern,Peter Rank, , , ,Rank,Peter,keineMailAddy, 
petra.scholz,User,Petra Scholz, Sekundar extern,Petra Scholz, , , ,Scholz,Petra,p.scholz@mail.xyz, 
phil.schumacher,User,Schumacher Phil, Handelsmatur,Schumacher Phil, , , ,Schumacher,Phil,phil.schumacher@mail.xyz, 
philip.roesner,User,Philip Roesner, Sekundar extern,Philip Roesner, , , ,Roesner,Philip,p.roesner@mail.xyz, 
rafael.powell,User,Powell Rafael, Oberstufe extern,Powell Rafael, , , ,Powell,Rafael,r.powell@mail.xyz, 
rafael.schubert,User,Rafael Schubert, deaktiviert,Rafael Schubert, , , ,Schubert,Rafael,rafael.schubert@mail.xyz, 
ras.sch,User,Rasmus Schaf, Oberstufe - Matur,Rasmus Schaf, , , ,Schaf,Rasmus,keineMailAddy, 
rasmus.sedlmeier,User,Rasmus Sedlmeier, deaktiviert,Rasmus Sedlmeier, , , ,Sedlmeier,Rasmus,rasmus.sedlmeier@mail.xyz, 
reb.ras,User,Rebecca Rasch, Oberstufe - Matur,Rebecca Rasch, , , ,Rasch,Rebecca,rebecca.rasch@mail.xyz, 
rebekka.schindler,User,Schindler Rebekka, Oberstufe extern,Schindler Rebekka, , , ,Schindler,Rebekka,r.schindler@mail.xyz, 
reinhard.sander,User,Sander Reinhard, Oberstufe extern,Sander Reinhard, , , ,Sander,Reinhard,r.sander@mail.xyz, 
reinhard.schweers,User,Schweers Reinhard, Handelsmatur,Schweers Reinhard, , , ,Schweers,Reinhard,reinhard.schweers@mail.xyz, 
renate.saul,User,Saul Renate, Handelsmatur,Saul Renate, , , ,Saul,Renate,r.saul@mail.xyz, 
rené.rhodes,User,Rhodes René, Oberstufe extern,Rhodes René, , , ,Rhodes,René,r.rhodes@mail.xyz, 
rené.schuetze,User,Schuetze René, Handelsmatur,Schuetze René, , , ,Schuetze,René,r.schuetze@mail.xyz, 
richard.prinz,User,Prinz Richard, Oberstufe extern,Prinz Richard, , , ,Prinz,Richard,r.prinz@mail.xyz, 
rieke.ross,User,Rieke Ross, Sekundar extern,Rieke Ross, , , ,Ross,Rieke,rieke.ross@mail.xyz, 
rieke.schaible,User,Rieke Schaible, Sekundar extern,Rieke Schaible, , , ,Schaible,Rieke,r.schaible@mail.xyz, 
robin.rodriquez,User,Robin Rodriquez, deaktiviert,Robin Rodriquez, , , ,Rodriquez,Robin,r.rodriquez@mail.xyz, 
rolf.rauscher,User,Rolf Rauscher, Sekundar extern,Rolf Rauscher, , , ,Rauscher,Rolf,rolf.rauscher@mail.xyz, 
roman.raab,User,Roman Raab, Sekundar extern,Roman Raab, , , ,Raab,Roman,r.raab@mail.xyz, 
ronja.schaefer,User,Ronja Schaefer, deaktiviert,Ronja Schaefer, , , ,Schaefer,Ronja,ronja.schaefer@mail.xyz, 
rudolf.schwoerer,User,Rudolf Schwoerer, deaktiviert,Rudolf Schwoerer, , , ,Schwoerer,Rudolf,rudolf.schwoerer@mail.xyz, 
rudolph.reiners,User,Rudolph Reiners, Sekundar extern,Rudolph Reiners, , , ,Reiners,Rudolph,rudolph.reiners@mail.xyz, 
ruth.rex,User,Ruth Rex, deaktiviert,Ruth Rex, , , ,Rex,Ruth,r.rex@mail.xyz, 
ruth.roesner,User,Roesner Ruth, Handelsmatur,Roesner Ruth, , , ,Roesner,Ruth,r.roesner@mail.xyz, 
sab.sch,User,Sabrina Schuh, Oberstufe - Matur,Sabrina Schuh, , , ,Schuh,Sabrina,sabrina.schuh@mail.xyz, 
sam.sch,User,Sam Schneider, Oberstufe - Matur,Sam Schneider, , , ,Schneider,Sam,keineMailAddy, 
samantha.rentsch,User,Samantha Rentsch, Sekundar extern,Samantha Rentsch, , , ,Rentsch,Samantha,s.rentsch@mail.xyz, 
samantha.schaffrath,User,Samantha Schaffrath, Sekundar extern,Samantha Schaffrath, , , ,Schaffrath,Samantha,s.schaffrath@mail.xyz, 
sandra.rein,User,Rein Sandra, Handelsmatur,Rein Sandra, , , ,Rein,Sandra,sandra.rein@mail.xyz, 
sarah.robinson,User,Sarah Robinson, deaktiviert,Sarah Robinson, , , ,Robinson,Sarah,keineMailAddy, 
sas.rac,User,Sascha Rack, Oberstufe - Matur,Sascha Rack, , , ,Rack,Sascha,sascha.rack@mail.xyz, 
saskia.rehm,User,Rehm Saskia, Oberstufe extern,Rehm Saskia, , , ,Rehm,Saskia,s.rehm@mail.xyz, 
seb.put,User,Sebastian Putz, Oberstufe - Matur,Sebastian Putz, , , ,Putz,Sebastian,s.putz@mail.xyz, 
sebastian.reimann,User,Reimann Sebastian, Handelsmatur,Reimann Sebastian, , , ,Reimann,Sebastian,sebastian.reimann@mail.xyz, 
selina.renate,User,Selina Renate, Sekundar extern,Selina Renate, , , ,Renate,Selina,s.renate@mail.xyz, 
selina.sandoval,User,Sandoval Selina, Oberstufe extern,Sandoval Selina, , , ,Sandoval,Selina,s.sandoval@mail.xyz, 
sil.rus,User,Silas Russell, Oberstufe - Matur,Silas Russell, , , ,Russell,Silas,s.russell@mail.xyz, 
silas.peschke,User,Peschke Silas, Handelsmatur,Peschke Silas, , , ,Peschke,Silas,keineMailAddy, 
silas.schreiber,User,Schreiber Silas, Oberstufe extern,Schreiber Silas, , , ,Schreiber,Silas,silas.schreiber@mail.xyz, 
sinah.prinz,User,Prinz Sinah, Oberstufe extern,Prinz Sinah, , , ,Prinz,Sinah,sinah.prinz@mail.xyz, 
smilla.santos,User,Santos Smilla, Handelsmatur,Santos Smilla, , , ,Santos,Smilla,keineMailAddy, 
son.rem,User,Sonja Remondis, Oberstufe - Matur,Sonja Remondis, , , ,Remondis,Sonja,s.remondis@mail.xyz, 
sophia.rode,User,Rode Sophia, Handelsmatur,Rode Sophia, , , ,Rode,Sophia,s.rode@mail.xyz, 
stefanie.puschmann,User,Stefanie Puschmann, Sekundar extern,Stefanie Puschmann, , , ,Puschmann,Stefanie,s.puschmann@mail.xyz, 
stefanie.salewski,User,Salewski Stefanie, Oberstufe extern,Salewski Stefanie, , , ,Salewski,Stefanie,keineMailAddy, 
stina.renate,User,Stina Renate, deaktiviert,Stina Renate, , , ,Renate,Stina,s.renate@mail.xyz, 
sve.rei,User,Sven Reinelt, Oberstufe - Matur,Sven Reinelt, , , ,Reinelt,Sven,sven.reinelt@mail.xyz, 
sven.schmied,User,Sven Schmied, Sekundar extern,Sven Schmied, , , ,Schmied,Sven,sven.schmied@mail.xyz, 
tabea.reimann,User,Reimann Tabea, Oberstufe extern,Reimann Tabea, , , ,Reimann,Tabea,tabea.reimann@mail.xyz, 
tabea.schwager,User,Tabea Schwager, Sekundar extern,Tabea Schwager, , , ,Schwager,Tabea,t.schwager@mail.xyz, 
tanja.scheel,User,Tanja Scheel, Sekundar extern,Tanja Scheel, , , ,Scheel,Tanja,t.scheel@mail.xyz, 
tara.reyes,User,Reyes Tara, Oberstufe extern,Reyes Tara, , , ,Reyes,Tara,keineMailAddy, 
tho.sch,User,Thorsten Schuetze, Oberstufe - Matur,Thorsten Schuetze, , , ,Schuetze,Thorsten,t.schuetze@mail.xyz, 
thomas.rupprecht,User,Thomas Rupprecht, Sekundar extern,Thomas Rupprecht, , , ,Rupprecht,Thomas,keineMailAddy, 
til.pross,User,Til Pross, Sekundar extern,Til Pross, , , ,Pross,Til,keineMailAddy, 
timm.powell,User,Timm Powell, deaktiviert,Timm Powell, , , ,Powell,Timm,t.powell@mail.xyz, 
timon.schuetz,User,Timon Schuetz, Sekundar extern,Timon Schuetz, , , ,Schuetz,Timon,t.schuetz@mail.xyz, 
timon.schulze,User,Timon Schulze, Sekundar extern,Timon Schulze, , , ,Schulze,Timon,t.schulze@mail.xyz, 
tob.rei,User,Tobias Reimer, Oberstufe - Matur,Tobias Reimer, , , ,Reimer,Tobias,keineMailAddy, 
tob.sch,User,Tobias Schnell, Oberstufe - Matur,Tobias Schnell, , , ,Schnell,Tobias,t.schnell@mail.xyz, 
tomas.schwartz,User,Tomas Schwartz, deaktiviert,Tomas Schwartz, , , ,Schwartz,Tomas,t.schwartz@mail.xyz, 
tore.reimer,User,Reimer Tore, Oberstufe extern,Reimer Tore, , , ,Reimer,Tore,keineMailAddy, 
torsten.schwarzbach,User,Schwarzbach Torsten, Handelsmatur,Schwarzbach Torsten, , , ,Schwarzbach,Torsten,t.schwarzbach@mail.xyz, 
ulrike.porter,User,Porter Ulrike, Handelsmatur,Porter Ulrike, , , ,Porter,Ulrike,keineMailAddy, 
van.rei,User,Vanessa Reichert, Oberstufe - Matur,Vanessa Reichert, , , ,Reichert,Vanessa,vanessa.reichert@mail.xyz, 
viktoria.reinhart,User,Viktoria Reinhart, deaktiviert,Viktoria Reinhart, , , ,Reinhart,Viktoria,v.reinhart@mail.xyz, 
viktoria.schalk,User,Viktoria Schalk, deaktiviert,Viktoria Schalk, , , ,Schalk,Viktoria,v.schalk@mail.xyz, 
viktoria.schirmer,User,Viktoria Schirmer, deaktiviert,Viktoria Schirmer, , , ,Schirmer,Viktoria,viktoria.schirmer@mail.xyz, 
walther.schaffer,User,Schaffer Walther, Handelsmatur,Schaffer Walther, , , ,Schaffer,Walther,keineMailAddy, 
walther.schaffner,User,Schaffner Walther, Handelsmatur,Schaffner Walther, , , ,Schaffner,Walther,keineMailAddy, 
waltraut.saunders,User,Saunders Waltraut, Oberstufe extern,Saunders Waltraut, , , ,Saunders,Waltraut,waltraut.saunders@mail.xyz, 
xenia.reimers,User,Reimers Xenia, Oberstufe extern,Reimers Xenia, , , ,Reimers,Xenia,xenia.reimers@mail.xyz, 
xenia.schaller,User,Xenia Schaller, Sekundar extern,Xenia Schaller, , , ,Schaller,Xenia,keineMailAddy, 
yannick.rach,User,Yannick Rach, deaktiviert,Yannick Rach, , , ,Rach,Yannick,yannick.rach@mail.xyz, 
yannis.rabe,User,Rabe Yannis, Oberstufe extern,Rabe Yannis, , , ,Rabe,Yannis,yannis.rabe@mail.xyz, 
yasmin.sautter,User,Yasmin Sautter, Sekundar extern,Yasmin Sautter, , , ,Sautter,Yasmin,keineMailAddy, 
yvonne.scheel,User,Scheel Yvonne, Oberstufe extern,Scheel Yvonne, , , ,Scheel,Yvonne,keineMailAddy, 
zoé.ralf,User,Zoé Ralf, Lehrer Gym,Zoé Ralf, , , ,Ralf,Zoé,zoe.ralf@mail.xyz, 
