Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
johanna.barth,User,Johanna Barth, Sekundar,Johanna Barth, , , ,Barth,Johanna,j.barth@mail.xyz, 
jolina.adolf,User,J. A., Verwaltung,J. A., , , ,Adolf,Jolina,j.adolf@mail.xyz, 
jonah.buettner,User,Jonah Buettner, Lehrer Sekundar,Jonah Buettner, , , ,Buettner,Jonah,j.buettner@mail.xyz, 
jonas.brauner,User,J. B., Verwaltung,J. B., , , ,Brauner,Jonas,jonas.brauner@mail.xyz, 
jonathan.beyer,User,Jonathan Beyer, Sekundar,Jonathan Beyer, , , ,Beyer,Jonathan,jonathan.beyer@mail.xyz, 
jonathan.daum,User,Jonathan Daum, Lehrer Gym,Jonathan Daum, , , ,Daum,Jonathan,j.daum@mail.xyz, 
joschua.bartels,User,Joschua Bartels, Sekundar,Joschua Bartels, , , ,Bartels,Joschua,j.bartels@mail.xyz, 
josephine.bailey,User,Josephine Bailey, Sekundar,Josephine Bailey, , , ,Bailey,Josephine,j.bailey@mail.xyz, 
joshua.berg,User,Joshua Berg, Sekundar,Joshua Berg, , , ,Berg,Joshua,keineMailAddy, 
judith.braeuer,User,Judith Braeuer, Sekundar,Judith Braeuer, , , ,Braeuer,Judith,j.braeuer@mail.xyz, 
juergen.baldauf,User,Juergen Baldauf, Sekundar,Juergen Baldauf, , , ,Baldauf,Juergen,j.baldauf@mail.xyz, 
juergen.baumgaertner,User,Juergen Baumgaertner, Sekundar,Juergen Baumgaertner, , , ,Baumgaertner,Juergen,j.baumgaertner@mail.xyz, 
julie.boehm,User,Julie Boehm, Sekundar,Julie Boehm, , , ,Boehm,Julie,keineMailAddy, 
justin.boos,User,Justin Boos, Sekundar,Justin Boos, , , ,Boos,Justin,j.boos@mail.xyz, 
justin.buchner,User,Justin Buchner, Lehrer Sekundar,Justin Buchner, , , ,Buchner,Justin,j.buchner@mail.xyz, 
justus.beckmann,User,Justus Beckmann, Sekundar,Justus Beckmann, , , ,Beckmann,Justus,keineMailAddy, 
jutta.casper,User,Jutta Casper, Sekundar,Jutta Casper, , , ,Casper,Jutta,jutta.casper@mail.xyz, 
kaete.bade,User,Kaete Bade, Sekundar,Kaete Bade, , , ,Bade,Kaete,k.bade@mail.xyz, 
kaethe.bartelt,User,Kaethe Bartelt, Sekundar,Kaethe Bartelt, , , ,Bartelt,Kaethe,k.bartelt@mail.xyz, 
kai.bergmann,User,Kai Bergmann, Sekundar,Kai Bergmann, , , ,Bergmann,Kai,keineMailAddy, 
kai.brecht,User,K. B., Verwaltung,K. B., , , ,Brecht,Kai,k.brecht@mail.xyz, 
karin.cross,User,Karin Cross, Lehrer Gym,Karin Cross, , , ,Cross,Karin,k.cross@mail.xyz, 
karlo.decker,User,Karlo Decker, Sekundar,Karlo Decker, , , ,Decker,Karlo,karlo.decker@mail.xyz, 
karlotta.behrendt,User,K. B., Verwaltung,K. B., , , ,Behrendt,Karlotta,k.behrendt@mail.xyz, 
karolina.atkins,User,Karolina Atkins, Sekundar,Karolina Atkins, , , ,Atkins,Karolina,karolina.atkins@mail.xyz, 
karolina.bremer,User,Karolina Bremer, Sekundar,Karolina Bremer, , , ,Bremer,Karolina,karolina.bremer@mail.xyz, 
karoline.bahr,User,Karoline Bahr, Sekundar,Karoline Bahr, , , ,Bahr,Karoline,karoline.bahr@mail.xyz, 
karoline.baldwin,User,Karoline Baldwin, Sekundar,Karoline Baldwin, , , ,Baldwin,Karoline,karoline.baldwin@mail.xyz, 
karoline.binder,User,Karoline Binder, Sekundar,Karoline Binder, , , ,Binder,Karoline,keineMailAddy, 
karoline.buehler,User,Karoline Buehler, Lehrer Sekundar,Karoline Buehler, , , ,Buehler,Karoline,k.buehler@mail.xyz, 
karoline.cummings,User,Karoline Cummings, Lehrer Gym,Karoline Cummings, , , ,Cummings,Karoline,keineMailAddy, 
karsten.becher,User,Karsten Becher, Sekundar,Karsten Becher, , , ,Becher,Karsten,karsten.becher@mail.xyz, 
katarina.bachmaier,User,Katarina Bachmaier, Sekundar,Katarina Bachmaier, , , ,Bachmaier,Katarina,k.bachmaier@mail.xyz, 
kathrin.deutsch,User,Kathrin Deutsch, Sekundar,Kathrin Deutsch, , , ,Deutsch,Kathrin,k.deutsch@mail.xyz, 
katja.castillo,User,Katja Castillo, Sekundar,Katja Castillo, , , ,Castillo,Katja,katja.castillo@mail.xyz, 
katrin.brinkmann,User,Katrin Brinkmann, Sekundar,Katrin Brinkmann, , , ,Brinkmann,Katrin,k.brinkmann@mail.xyz, 
katrin.buchanan,User,Katrin Buchanan, Lehrer Sekundar,Katrin Buchanan, , , ,Buchanan,Katrin,katrin.buchanan@mail.xyz, 
kay.carl,User,Kay Carl, Lehrer Sekundar,Kay Carl, , , ,Carl,Kay,kay.carl@mail.xyz, 
kaya.bucher,User,Kaya Bucher, Lehrer Sekundar,Kaya Bucher, , , ,Bucher,Kaya,kaya.bucher@mail.xyz, 
keno.auer,User,Keno Auer, Sekundar,Keno Auer, , , ,Auer,Keno,keno.auer@mail.xyz, 
kerstin.brandt,User,Kerstin Brandt, Sekundar,Kerstin Brandt, , , ,Brandt,Kerstin,keineMailAddy, 
kerstin.bruckner,User,Kerstin Bruckner, Lehrer Sekundar,Kerstin Bruckner, , , ,Bruckner,Kerstin,k.bruckner@mail.xyz, 
kian.adkins,User,Kian Adkins, Sekundar,Kian Adkins, , , ,Adkins,Kian,k.adkins@mail.xyz, 
kimberley.bach,User,Kimberley Bach, Sekundar,Kimberley Bach, , , ,Bach,Kimberley,k.bach@mail.xyz, 
kimberly.bachmeier,User,Kimberly Bachmeier, Sekundar,Kimberly Bachmeier, , , ,Bachmeier,Kimberly,k.bachmeier@mail.xyz, 
kira.boone,User,Kira Boone, Sekundar,Kira Boone, , , ,Boone,Kira,keineMailAddy, 
kjell.bowen,User,Kjell Bowen, deaktiviert,Kjell Bowen, , , ,Bowen,Kjell,keineMailAddy, 
kjell.dean,User,Kjell Dean, Sekundar,Kjell Dean, , , ,Dean,Kjell,keineMailAddy, 
klaus.abbott,User,Klaus Abbott, Sekundar,Klaus Abbott, , , ,Abbott,Klaus,k.abbott@mail.xyz, 
klemens.arndt,User,Klemens Arndt, Sekundar,Klemens Arndt, , , ,Arndt,Klemens,keineMailAddy, 
klemens.denk,User,Klemens Denk, Sekundar,Klemens Denk, , , ,Denk,Klemens,k.denk@mail.xyz, 
kristian.alvarado,User,Kristian Alvarado, Sekundar,Kristian Alvarado, , , ,Alvarado,Kristian,keineMailAddy, 
kristian.breyer,User,Kristian Breyer, Sekundar,Kristian Breyer, , , ,Breyer,Kristian,k.breyer@mail.xyz, 
kristin.bachmeier,User,Kristin Bachmeier, Sekundar,Kristin Bachmeier, , , ,Bachmeier,Kristin,keineMailAddy, 
laila.ball,User,Laila Ball, Sekundar,Laila Ball, , , ,Ball,Laila,l.ball@mail.xyz, 
laila.blank,User,Laila Blank, Sekundar,Laila Blank, , , ,Blank,Laila,laila.blank@mail.xyz, 
larissa.braun,User,Larissa Braun, Sekundar,Larissa Braun, , , ,Braun,Larissa,l.braun@mail.xyz, 
lasse.braun,User,Lasse Braun, Sekundar,Lasse Braun, , , ,Braun,Lasse,keineMailAddy, 
laura.boehme,User,Laura Boehme, Sekundar,Laura Boehme, , , ,Boehme,Laura,l.boehme@mail.xyz, 
laura.borchers,User,Laura Borchers, Sekundar,Laura Borchers, , , ,Borchers,Laura,keineMailAddy, 
laurenz.bartels,User,Laurenz Bartels, Sekundar,Laurenz Bartels, , , ,Bartels,Laurenz,l.bartels@mail.xyz, 
laurin.back,User,Laurin Back, Sekundar,Laurin Back, , , ,Back,Laurin,l.back@mail.xyz, 
laurin.barber,User,Laurin Barber, Sekundar,Laurin Barber, , , ,Barber,Laurin,laurin.barber@mail.xyz, 
layla.ahrends,User,Layla Ahrends, Sekundar,Layla Ahrends, , , ,Ahrends,Layla,layla.ahrends@mail.xyz, 
leah.brass,User,Leah Brass, Sekundar,Leah Brass, , , ,Brass,Leah,leah.brass@mail.xyz, 
leah.dannenberg,User,Leah Dannenberg, Lehrer Gym,Leah Dannenberg, , , ,Dannenberg,Leah,l.dannenberg@mail.xyz, 
leander.braeuer,User,Leander Braeuer, Sekundar,Leander Braeuer, , , ,Braeuer,Leander,l.braeuer@mail.xyz, 
leandra.brueckmann,User,Leandra Brueckmann, Lehrer Sekundar,Leandra Brueckmann, , , ,Brueckmann,Leandra,l.brueckmann@mail.xyz, 
leandro.clayton,User,Leandro Clayton, Sekundar,Leandro Clayton, , , ,Clayton,Leandro,leandro.clayton@mail.xyz, 
leif.dahms,User,Leif Dahms, Lehrer Gym,Leif Dahms, , , ,Dahms,Leif,l.dahms@mail.xyz, 
lena.bruckner,User,Lena Bruckner, Lehrer Sekundar,Lena Bruckner, , , ,Bruckner,Lena,lena.bruckner@mail.xyz, 
lene.cook,User,L. C., Verwaltung,L. C., , , ,Cook,Lene,lene.cook@mail.xyz, 
lennard.dehn,User,Lennard Dehn, Sekundar,Lennard Dehn, , , ,Dehn,Lennard,lennard.dehn@mail.xyz, 
leonard.demir,User,Leonard Demir, Sekundar,Leonard Demir, , , ,Demir,Leonard,l.demir@mail.xyz, 
leonie.bishop,User,Leonie Bishop, Sekundar,Leonie Bishop, , , ,Bishop,Leonie,leonie.bishop@mail.xyz, 
levin.bad,User,Levin Bad, Sekundar,Levin Bad, , , ,Bad,Levin,l.bad@mail.xyz, 
lewin.bischoff,User,Lewin Bischoff, Sekundar,Lewin Bischoff, , , ,Bischoff,Lewin,l.bischoff@mail.xyz, 
lewin.byrd,User,Lewin Byrd, Lehrer Sekundar,Lewin Byrd, , , ,Byrd,Lewin,keineMailAddy, 
lilian.buss,User,Lilian Buss, Lehrer Sekundar,Lilian Buss, , , ,Buss,Lilian,keineMailAddy, 
lilli.buck,User,Lilli Buck, Lehrer Sekundar,Lilli Buck, , , ,Buck,Lilli,keineMailAddy, 
lina.classen,User,Lina Classen, Sekundar,Lina Classen, , , ,Classen,Lina,lina.classen@mail.xyz, 
linda.berger,User,Linda Berger, Sekundar,Linda Berger, , , ,Berger,Linda,linda.berger@mail.xyz, 
lothar.brecht,User,Lothar Brecht, Sekundar,Lothar Brecht, , , ,Brecht,Lothar,keineMailAddy, 
louisa.borchert,User,Louisa Borchert, Sekundar,Louisa Borchert, , , ,Borchert,Louisa,l.borchert@mail.xyz, 
luc.brauer,User,Luc Brauer, Sekundar,Luc Brauer, , , ,Brauer,Luc,luc.brauer@mail.xyz, 
luca.barilovic,User,Luca Barilovic, Sekundar,Luca Barilovic, , , ,Barilovic,Luca,l.barilovic@mail.xyz, 
lucy.braun,User,Lucy Braun, Sekundar,Lucy Braun, , , ,Braun,Lucy,l.braun@mail.xyz, 
luna.augustin,User,Luna Augustin, Sekundar,Luna Augustin, , , ,Augustin,Luna,luna.augustin@mail.xyz, 
lyn.berger,User,Lyn Berger, Sekundar,Lyn Berger, , , ,Berger,Lyn,lyn.berger@mail.xyz, 
madita.baecker,User,Madita Baecker, Sekundar,Madita Baecker, , , ,Baecker,Madita,m.baecker@mail.xyz, 
magdalena.back,User,Magdalena Back, Sekundar,Magdalena Back, , , ,Back,Magdalena,keineMailAddy, 
magdalena.brucker,User,Magdalena Brucker, Sekundar,Magdalena Brucker, , , ,Brucker,Magdalena,m.brucker@mail.xyz, 
magnus.barton,User,Magnus Barton, Sekundar,Magnus Barton, , , ,Barton,Magnus,keineMailAddy, 
magnus.braeuer,User,Magnus Braeuer, Sekundar,Magnus Braeuer, , , ,Braeuer,Magnus,m.braeuer@mail.xyz, 
magnus.christensen,User,Magnus Christensen, Sekundar,Magnus Christensen, , , ,Christensen,Magnus,magnus.christensen@mail.xyz, 
maik.carsten,User,Maik Carsten, Lehrer Sekundar,Maik Carsten, , , ,Carsten,Maik,m.carsten@mail.xyz, 
maike.burke,User,Maike Burke, Lehrer Sekundar,Maike Burke, , , ,Burke,Maike,m.burke@mail.xyz, 
malte.brendel,User,Malte Brendel, Sekundar,Malte Brendel, , , ,Brendel,Malte,m.brendel@mail.xyz, 
malte.dachser,User,Malte Dachser, Lehrer Gym,Malte Dachser, , , ,Dachser,Malte,m.dachser@mail.xyz, 
manuela.clayton,User,Manuela Clayton, Sekundar,Manuela Clayton, , , ,Clayton,Manuela,keineMailAddy, 
marc.bauer,User,Marc Bauer, Sekundar,Marc Bauer, , , ,Bauer,Marc,m.bauer@mail.xyz, 
marco.baldwin,User,Marco Baldwin, Sekundar,Marco Baldwin, , , ,Baldwin,Marco,marco.baldwin@mail.xyz, 
marco.deininger,User,Marco Deininger, Sekundar,Marco Deininger, , , ,Deininger,Marco,marco.deininger@mail.xyz, 
margarete.beier,User,Margarete Beier, Sekundar,Margarete Beier, , , ,Beier,Margarete,m.beier@mail.xyz, 
margarete.brix,User,Margarete Brix, Sekundar,Margarete Brix, , , ,Brix,Margarete,margarete.brix@mail.xyz, 
marie.deutsch,User,M. D., Verwaltung,M. D., , , ,Deutsch,Marie,marie.deutsch@mail.xyz, 
marieke.brauer,User,Marieke Brauer, Sekundar,Marieke Brauer, , , ,Brauer,Marieke,keineMailAddy, 
marieke.denker,User,Marieke Denker, Sekundar,Marieke Denker, , , ,Denker,Marieke,m.denker@mail.xyz, 
mariella.barthel,User,Mariella Barthel, Sekundar,Mariella Barthel, , , ,Barthel,Mariella,mariella.barthel@mail.xyz, 
marike.bowen,User,M. B., Verwaltung,M. B., , , ,Bowen,Marike,marike.bowen@mail.xyz, 
marike.chandler,User,Marike Chandler, Sekundar,Marike Chandler, , , ,Chandler,Marike,marike.chandler@mail.xyz, 
mario.biedermann,User,Mario Biedermann, Sekundar,Mario Biedermann, , , ,Biedermann,Mario,keineMailAddy, 
mario.caspari,User,Mario Caspari, Sekundar,Mario Caspari, , , ,Caspari,Mario,mario.caspari@mail.xyz, 
mario.claus,User,Mario Claus, Sekundar,Mario Claus, , , ,Claus,Mario,m.claus@mail.xyz, 
marion.burke,User,Marion Burke, Lehrer Sekundar,Marion Burke, , , ,Burke,Marion,keineMailAddy, 
marius.buck,User,Marius Buck, Lehrer Sekundar,Marius Buck, , , ,Buck,Marius,m.buck@mail.xyz, 
marius.burke,User,Marius Burke, Lehrer Sekundar,Marius Burke, , , ,Burke,Marius,m.burke@mail.xyz, 
mark.brennecke,User,Mark Brennecke, Sekundar,Mark Brennecke, , , ,Brennecke,Mark,mark.brennecke@mail.xyz, 
marko.degen,User,Marko Degen, Sekundar,Marko Degen, , , ,Degen,Marko,m.degen@mail.xyz, 
markus.boese,User,Markus Boese, Sekundar,Markus Boese, , , ,Boese,Markus,markus.boese@mail.xyz, 
markus.brinker,User,Markus Brinker, Sekundar,Markus Brinker, , , ,Brinker,Markus,markus.brinker@mail.xyz, 
marten.carmen,User,Marten Carmen, Lehrer Sekundar,Marten Carmen, , , ,Carmen,Marten,m.carmen@mail.xyz, 
martina.berg,User,Martina Berg, Sekundar,Martina Berg, , , ,Berg,Martina,martina.berg@mail.xyz, 
martina.dekan,User,Martina Dekan, Sekundar,Martina Dekan, , , ,Dekan,Martina,martina.dekan@mail.xyz, 
mathies.aumann,User,Mathies Aumann, Sekundar,Mathies Aumann, , , ,Aumann,Mathies,mathies.aumann@mail.xyz, 
mathies.bender,User,Mathies Bender, Sekundar,Mathies Bender, , , ,Bender,Mathies,mathies.bender@mail.xyz, 
mathilda.biedermann,User,Mathilda Biedermann, Sekundar,Mathilda Biedermann, , , ,Biedermann,Mathilda,mathilda.biedermann@mail.xyz, 
matilda.bracht,User,Matilda Bracht, Sekundar,Matilda Bracht, , , ,Bracht,Matilda,m.bracht@mail.xyz, 
matilda.buechner,User,Matilda Buechner, Lehrer Sekundar,Matilda Buechner, , , ,Buechner,Matilda,m.buechner@mail.xyz, 
matthies.becker,User,Matthies Becker, Sekundar,Matthies Becker, , , ,Becker,Matthies,m.becker@mail.xyz, 
matthies.buehler,User,Matthies Buehler, Lehrer Sekundar,Matthies Buehler, , , ,Buehler,Matthies,m.buehler@mail.xyz, 
matthis.bell,User,Matthis Bell, Sekundar,Matthis Bell, , , ,Bell,Matthis,keineMailAddy, 
matti.balz,User,Matti Balz, Sekundar,Matti Balz, , , ,Balz,Matti,keineMailAddy, 
mattis.adrian,User,Mattis Adrian, Sekundar,Mattis Adrian, , , ,Adrian,Mattis,m.adrian@mail.xyz, 
mattis.bartsch,User,Mattis Bartsch, Sekundar,Mattis Bartsch, , , ,Bartsch,Mattis,keineMailAddy, 
mattis.dahlke,User,Mattis Dahlke, Lehrer Gym,Mattis Dahlke, , , ,Dahlke,Mattis,mattis.dahlke@mail.xyz, 
maurice.behrendt,User,Maurice Behrendt, Sekundar,Maurice Behrendt, , , ,Behrendt,Maurice,maurice.behrendt@mail.xyz, 
maximilian.baker,User,Maximilian Baker, Sekundar,Maximilian Baker, , , ,Baker,Maximilian,m.baker@mail.xyz, 
melanie.busse,User,Melanie Busse, Lehrer Sekundar,Melanie Busse, , , ,Busse,Melanie,m.busse@mail.xyz, 
melina.alexander,User,Melina Alexander, Sekundar,Melina Alexander, , , ,Alexander,Melina,m.alexander@mail.xyz, 
melina.denzer,User,Melina Denzer, Sekundar,Melina Denzer, , , ,Denzer,Melina,m.denzer@mail.xyz, 
merle.anders,User,Merle Anders, Sekundar,Merle Anders, , , ,Anders,Merle,merle.anders@mail.xyz, 
merle.biedermann,User,Merle Biedermann, Sekundar,Merle Biedermann, , , ,Biedermann,Merle,keineMailAddy, 
mia.coleman,User,Mia Coleman, Sekundar,Mia Coleman, , , ,Coleman,Mia,keineMailAddy, 
michelle.clemens,User,Michelle Clemens, Sekundar,Michelle Clemens, , , ,Clemens,Michelle,michelle.clemens@mail.xyz, 
michelle.collins,User,Michelle Collins, Sekundar,Michelle Collins, , , ,Collins,Michelle,keineMailAddy, 
miguel.brigitte,User,Miguel Brigitte, Sekundar,Miguel Brigitte, , , ,Brigitte,Miguel,miguel.brigitte@mail.xyz, 
miguel.cruz,User,Miguel Cruz, Lehrer Gym,Miguel Cruz, , , ,Cruz,Miguel,m.cruz@mail.xyz, 
mike.bernhard,User,Mike Bernhard, Sekundar,Mike Bernhard, , , ,Bernhard,Mike,mike.bernhard@mail.xyz, 
mina.david,User,Mina David, Sekundar,Mina David, , , ,David,Mina,keineMailAddy, 
mirco.brandes,User,Mirco Brandes, Sekundar,Mirco Brandes, , , ,Brandes,Mirco,keineMailAddy, 
miriam.brunner,User,Miriam Brunner, Lehrer Sekundar,Miriam Brunner, , , ,Brunner,Miriam,miriam.brunner@mail.xyz, 
mirko.boettner,User,Mirko Boettner, Sekundar,Mirko Boettner, , , ,Boettner,Mirko,keineMailAddy, 
mohammed.breidenbach,User,Mohammed Breidenbach, Sekundar,Mohammed Breidenbach, , , ,Breidenbach,Mohammed,m.breidenbach@mail.xyz, 
mohammed.buettner,User,Mohammed Buettner, Lehrer Sekundar,Mohammed Buettner, , , ,Buettner,Mohammed,keineMailAddy, 
mona.aguilar,User,Mona Aguilar, Sekundar,Mona Aguilar, , , ,Aguilar,Mona,keineMailAddy, 
monika.curry,User,Monika Curry, Lehrer Gym,Monika Curry, , , ,Curry,Monika,monika.curry@mail.xyz, 
moritz.ahrendt,User,Moritz Ahrendt, Sekundar,Moritz Ahrendt, , , ,Ahrendt,Moritz,m.ahrendt@mail.xyz, 
natalie.cunningham,User,Natalie Cunningham, Lehrer Gym,Natalie Cunningham, , , ,Cunningham,Natalie,natalie.cunningham@mail.xyz, 
nelli.boesch,User,Nelli Boesch, Sekundar,Nelli Boesch, , , ,Boesch,Nelli,n.boesch@mail.xyz, 
nelli.boyd,User,Nelli Boyd, Sekundar,Nelli Boyd, , , ,Boyd,Nelli,nelli.boyd@mail.xyz, 
nick.adams,User,Nick Adams, Sekundar,Nick Adams, , , ,Adams,Nick,nick.adams@mail.xyz, 
niclas.carl,User,Niclas Carl, Lehrer Sekundar,Niclas Carl, , , ,Carl,Niclas,niclas.carl@mail.xyz, 
nicolas.caldwell,User,Nicolas Caldwell, Lehrer Sekundar,Nicolas Caldwell, , , ,Caldwell,Nicolas,n.caldwell@mail.xyz, 
nicole.bacher,User,N. B., Verwaltung,N. B., , , ,Bacher,Nicole,n.bacher@mail.xyz, 
niels.bacher,User,Niels Bacher, Sekundar,Niels Bacher, , , ,Bacher,Niels,n.bacher@mail.xyz, 
nik.beere,User,Nik Beere, Sekundar,Nik Beere, , , ,Beere,Nik,nik.beere@mail.xyz, 
noah.biedermann,User,Noah Biedermann, Sekundar,Noah Biedermann, , , ,Biedermann,Noah,noah.biedermann@mail.xyz, 
nora.braune,User,N. B., Verwaltung,N. B., , , ,Braune,Nora,nora.braune@mail.xyz, 
ole.aguilar,User,Ole Aguilar, Sekundar,Ole Aguilar, , , ,Aguilar,Ole,keineMailAddy, 
ole.baran,User,Ole Baran, Sekundar,Ole Baran, , , ,Baran,Ole,ole.baran@mail.xyz, 
otto.brink,User,Otto Brink, Sekundar,Otto Brink, , , ,Brink,Otto,o.brink@mail.xyz, 
pascal.brueck,User,Pascal Brueck, Sekundar,Pascal Brueck, , , ,Brueck,Pascal,pascal.brueck@mail.xyz, 
patrick.behnke,User,Patrick Behnke, Sekundar,Patrick Behnke, , , ,Behnke,Patrick,keineMailAddy, 
patrik.apel,User,Patrik Apel, Sekundar,Patrik Apel, , , ,Apel,Patrik,p.apel@mail.xyz, 
patrik.burns,User,Patrik Burns, Lehrer Sekundar,Patrik Burns, , , ,Burns,Patrik,patrik.burns@mail.xyz, 
paul.ahrens,User,Paul Ahrens, Sekundar,Paul Ahrens, , , ,Ahrens,Paul,keineMailAddy, 
paulina.bacher,User,Paulina Bacher, Sekundar,Paulina Bacher, , , ,Bacher,Paulina,p.bacher@mail.xyz, 
pauline.dammann,User,Pauline Dammann, Lehrer Gym,Pauline Dammann, , , ,Dammann,Pauline,p.dammann@mail.xyz, 
pia.beere,User,P. B., Verwaltung,P. B., , , ,Beere,Pia,pia.beere@mail.xyz, 
quentin.adam,User,Quentin Adam, Sekundar,Quentin Adam, , , ,Adam,Quentin,q.adam@mail.xyz, 
quentin.boerner,User,Quentin Boerner, Sekundar,Quentin Boerner, , , ,Boerner,Quentin,q.boerner@mail.xyz, 
rafael.baumgaertner,User,Rafael Baumgaertner, Sekundar,Rafael Baumgaertner, , , ,Baumgaertner,Rafael,rafael.baumgaertner@mail.xyz, 
ralph.brooks,User,Ralph Brooks, Sekundar,Ralph Brooks, , , ,Brooks,Ralph,r.brooks@mail.xyz, 
raphael.chapman,User,Raphael Chapman, Sekundar,Raphael Chapman, , , ,Chapman,Raphael,r.chapman@mail.xyz, 
rebecca.bach,User,Rebecca Bach, Sekundar,Rebecca Bach, , , ,Bach,Rebecca,rebecca.bach@mail.xyz, 
rebecca.bock,User,Rebecca Bock, Sekundar,Rebecca Bock, , , ,Bock,Rebecca,r.bock@mail.xyz, 
regina.boettger,User,Regina Boettger, Sekundar,Regina Boettger, , , ,Boettger,Regina,r.boettger@mail.xyz, 
rike.borst,User,Rike Borst, Sekundar,Rike Borst, , , ,Borst,Rike,keineMailAddy, 
rolf.damm,User,Rolf Damm, Lehrer Gym,Rolf Damm, , , ,Damm,Rolf,r.damm@mail.xyz, 
ronja.boese,User,Ronja Boese, Sekundar,Ronja Boese, , , ,Boese,Ronja,r.boese@mail.xyz, 
ronja.dahm,User,Ronja Dahm, Lehrer Gym,Ronja Dahm, , , ,Dahm,Ronja,r.dahm@mail.xyz, 
ruben.buchner,User,Ruben Buchner, Lehrer Sekundar,Ruben Buchner, , , ,Buchner,Ruben,ruben.buchner@mail.xyz, 
rudolph.brady,User,Rudolph Brady, Sekundar,Rudolph Brady, , , ,Brady,Rudolph,rudolph.brady@mail.xyz, 
rudolph.deppe,User,Rudolph Deppe, Sekundar,Rudolph Deppe, , , ,Deppe,Rudolph,r.deppe@mail.xyz, 
sam.cole,User,Sam Cole, deaktiviert,Sam Cole, , , ,Cole,Sam,sam.cole@mail.xyz, 
samuel.balzer,User,Samuel Balzer, Sekundar,Samuel Balzer, , , ,Balzer,Samuel,keineMailAddy, 
sara.baehr,User,Sara Baehr, Sekundar,Sara Baehr, , , ,Baehr,Sara,sara.baehr@mail.xyz, 
sara.bock,User,Sara Bock, Sekundar,Sara Bock, , , ,Bock,Sara,s.bock@mail.xyz, 
sarah.brandenburger,User,Sarah Brandenburger, Sekundar,Sarah Brandenburger, , , ,Brandenburger,Sarah,sarah.brandenburger@mail.xyz, 
sarah.carlson,User,Sarah Carlson, Lehrer Sekundar,Sarah Carlson, , , ,Carlson,Sarah,sarah.carlson@mail.xyz, 
sascha.brink,User,Sascha Brink, Sekundar,Sascha Brink, , , ,Brink,Sascha,sascha.brink@mail.xyz, 
sascha.buchholz,User,Sascha Buchholz, Lehrer Sekundar,Sascha Buchholz, , , ,Buchholz,Sascha,keineMailAddy, 
selin.beyer,User,Selin Beyer, Sekundar,Selin Beyer, , , ,Beyer,Selin,s.beyer@mail.xyz, 
selina.barrett,User,Selina Barrett, Sekundar,Selina Barrett, , , ,Barrett,Selina,s.barrett@mail.xyz, 
sigrid.breyer,User,Sigrid Breyer, Sekundar,Sigrid Breyer, , , ,Breyer,Sigrid,sigrid.breyer@mail.xyz, 
sigrid.budde,User,Sigrid Budde, Lehrer Sekundar,Sigrid Budde, , , ,Budde,Sigrid,sigrid.budde@mail.xyz, 
silvia.behnke,User,Silvia Behnke, Sekundar,Silvia Behnke, , , ,Behnke,Silvia,keineMailAddy, 
simon.abele,User,Simon Abele, Sekundar,Simon Abele, , , ,Abele,Simon,simon.abele@mail.xyz, 
sinah.bernhard,User,Sinah Bernhard, Sekundar,Sinah Bernhard, , , ,Bernhard,Sinah,keineMailAddy, 
smilla.campbell,User,Smilla Campbell, Lehrer Sekundar,Smilla Campbell, , , ,Campbell,Smilla,smilla.campbell@mail.xyz, 
sofia.bahr,User,Sofia Bahr, Sekundar,Sofia Bahr, , , ,Bahr,Sofia,sofia.bahr@mail.xyz, 
sophia.bracht,User,Sophia Bracht, Sekundar,Sophia Bracht, , , ,Bracht,Sophia,keineMailAddy, 
sophia.dannenberg,User,Sophia Dannenberg, Lehrer Gym,Sophia Dannenberg, , , ,Dannenberg,Sophia,sophia.dannenberg@mail.xyz, 
sophie.abele,User,Sophie Abele, Sekundar,Sophie Abele, , , ,Abele,Sophie,keineMailAddy, 
sophie.baehr,User,Sophie Baehr, Sekundar,Sophie Baehr, , , ,Baehr,Sophie,s.baehr@mail.xyz, 
sophie.cremer,User,Sophie Cremer, Lehrer Gym,Sophie Cremer, , , ,Cremer,Sophie,s.cremer@mail.xyz, 
stefan.baumann,User,Stefan Baumann, Sekundar,Stefan Baumann, , , ,Baumann,Stefan,s.baumann@mail.xyz, 
stefanie.boesch,User,Stefanie Boesch, Sekundar,Stefanie Boesch, , , ,Boesch,Stefanie,s.boesch@mail.xyz, 
susanne.bowers,User,Susanne Bowers, deaktiviert,Susanne Bowers, , , ,Bowers,Susanne,s.bowers@mail.xyz, 
sven.brockmann,User,Sven Brockmann, Sekundar,Sven Brockmann, , , ,Brockmann,Sven,keineMailAddy, 
tabea.bridges,User,Tabea Bridges, Sekundar,Tabea Bridges, , , ,Bridges,Tabea,keineMailAddy, 
tara.arlt,User,Tara Arlt, Sekundar,Tara Arlt, , , ,Arlt,Tara,tara.arlt@mail.xyz, 
teresa.behrend,User,Teresa Behrend, Sekundar,Teresa Behrend, , , ,Behrend,Teresa,keineMailAddy, 
teresa.boyd,User,Teresa Boyd, Sekundar,Teresa Boyd, , , ,Boyd,Teresa,t.boyd@mail.xyz, 
thorben.can,User,Thorben Can, Lehrer Sekundar,Thorben Can, , , ,Can,Thorben,thorben.can@mail.xyz, 
