Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
jule.friedrichs,User,Jule Friedrichs, Sekundar,Jule Friedrichs, , , ,Friedrichs,Jule,j.friedrichs@mail.xyz, 
julia.geier,User,Julia Geier, Sekundar,Julia Geier, , , ,Geier,Julia,julia.geier@mail.xyz, 
julia.hackel,User,Hackel Julia, Handelsmatur,Hackel Julia, , , ,Hackel,Julia,julia.hackel@mail.xyz, 
julian.gerdes,User,Julian Gerdes, Sekundar,Julian Gerdes, , , ,Gerdes,Julian,julian.gerdes@mail.xyz, 
julien.endres,User,Julien Endres, Sekundar,Julien Endres, , , ,Endres,Julien,julien.endres@mail.xyz, 
juri.elsner,User,Juri Elsner, Sekundar,Juri Elsner, , , ,Elsner,Juri,j.elsner@mail.xyz, 
justin.ebinger,User,Justin Ebinger, Sekundar,Justin Ebinger, , , ,Ebinger,Justin,justin.ebinger@mail.xyz, 
justin.greene,User,Justin Greene, Sekundar,Justin Greene, , , ,Greene,Justin,keineMailAddy, 
kaja.gass,User,Kaja Gass, Sekundar,Kaja Gass, , , ,Gass,Kaja,kaja.gass@mail.xyz, 
kar.hae,User,Karolina Haeussler, Oberstufe - Matur,Karolina Haeussler, , , ,Haeussler,Karolina,k.haeussler@mail.xyz, 
kar.hec,User,Karlotta Heckmann, Oberstufe - Matur,Karlotta Heckmann, , , ,Heckmann,Karlotta,k.heckmann@mail.xyz, 
karin.ebeling,User,Karin Ebeling, Sekundar,Karin Ebeling, , , ,Ebeling,Karin,karin.ebeling@mail.xyz, 
karin.enders,User,Karin Enders, Sekundar,Karin Enders, , , ,Enders,Karin,karin.enders@mail.xyz, 
karl.falk,User,Karl Falk, Sekundar,Karl Falk, , , ,Falk,Karl,karl.falk@mail.xyz, 
karla.dreyer,User,Karla Dreyer, Sekundar,Karla Dreyer, , , ,Dreyer,Karla,karla.dreyer@mail.xyz, 
karla.fritz,User,Karla Fritz, Sekundar,Karla Fritz, , , ,Fritz,Karla,karla.fritz@mail.xyz, 
karla.geiss,User,Karla Geiss, Sekundar,Karla Geiss, , , ,Geiss,Karla,k.geiss@mail.xyz, 
karlo.faerber,User,Karlo Faerber, Sekundar,Karlo Faerber, , , ,Faerber,Karlo,karlo.faerber@mail.xyz, 
karlo.gutierrez,User,Gutierrez Karlo, Handelsmatur,Gutierrez Karlo, , , ,Gutierrez,Karlo,karlo.gutierrez@mail.xyz, 
karlo.haffner,User,Haffner Karlo, Oberstufe extern,Haffner Karlo, , , ,Haffner,Karlo,k.haffner@mail.xyz, 
karsten.dietrich,User,Karsten Dietrich, Sekundar,Karsten Dietrich, , , ,Dietrich,Karsten,karsten.dietrich@mail.xyz, 
kathrin.geppert,User,Kathrin Geppert, Sekundar,Kathrin Geppert, , , ,Geppert,Kathrin,keineMailAddy, 
kay.grieche,User,Kay Grieche, Sekundar,Kay Grieche, , , ,Grieche,Kay,k.grieche@mail.xyz, 
kerstin.eberhard,User,Kerstin Eberhard, Sekundar,Kerstin Eberhard, , , ,Eberhard,Kerstin,k.eberhard@mail.xyz, 
kerstin.haid,User,Haid Kerstin, Oberstufe extern,Haid Kerstin, , , ,Haid,Kerstin,k.haid@mail.xyz, 
kevin.haeberle,User,Kevin Haeberle, deaktiviert,Kevin Haeberle, , , ,Haeberle,Kevin,keineMailAddy, 
kiara.harmon,User,Kiara Harmon, deaktiviert,Kiara Harmon, , , ,Harmon,Kiara,k.harmon@mail.xyz, 
kim.gerlach,User,Kim Gerlach, Sekundar,Kim Gerlach, , , ,Gerlach,Kim,kim.gerlach@mail.xyz, 
kimberley.haberl,User,Kimberley Haberl, deaktiviert,Kimberley Haberl, , , ,Haberl,Kimberley,k.haberl@mail.xyz, 
kir.haa,User,Kira Haack, Oberstufe - Matur,Kira Haack, , , ,Haack,Kira,kira.haack@mail.xyz, 
kjell.eberhard,User,Kjell Eberhard, Sekundar,Kjell Eberhard, , , ,Eberhard,Kjell,k.eberhard@mail.xyz, 
kjell.fritsche,User,Kjell Fritsche, Sekundar,Kjell Fritsche, , , ,Fritsche,Kjell,kjell.fritsche@mail.xyz, 
klaas.eckstein,User,Klaas Eckstein, Sekundar,Klaas Eckstein, , , ,Eckstein,Klaas,k.eckstein@mail.xyz, 
klara.freund,User,Klara Freund, Sekundar,Klara Freund, , , ,Freund,Klara,keineMailAddy, 
klaudia.haynes,User,Klaudia Haynes, deaktiviert,Klaudia Haynes, , , ,Haynes,Klaudia,klaudia.haynes@mail.xyz, 
klaus.geiser,User,Klaus Geiser, Sekundar,Klaus Geiser, , , ,Geiser,Klaus,klaus.geiser@mail.xyz, 
klemens.geissler,User,Klemens Geissler, Sekundar,Klemens Geissler, , , ,Geissler,Klemens,k.geissler@mail.xyz, 
konstantin.gilbert,User,Konstantin Gilbert, Sekundar,Konstantin Gilbert, , , ,Gilbert,Konstantin,konstantin.gilbert@mail.xyz, 
krista.hammond,User,Krista Hammond, Sekundar extern,Krista Hammond, , , ,Hammond,Krista,k.hammond@mail.xyz, 
kristina.gutsche,User,Kristina Gutsche, deaktiviert,Kristina Gutsche, , , ,Gutsche,Kristina,k.gutsche@mail.xyz, 
kristine.gehring,User,Kristine Gehring, Sekundar,Kristine Gehring, , , ,Gehring,Kristine,kristine.gehring@mail.xyz, 
laila.hamann,User,Laila Hamann, deaktiviert,Laila Hamann, , , ,Hamann,Laila,laila.hamann@mail.xyz, 
lar.haf,User,Lara Hafner, Oberstufe - Matur,Lara Hafner, , , ,Hafner,Lara,keineMailAddy, 
lara.gilbert,User,Lara Gilbert, Sekundar,Lara Gilbert, , , ,Gilbert,Lara,keineMailAddy, 
lara.hafner,User,Lara Hafner, Sekundar extern,Lara Hafner, , , ,Hafner,Lara,keineMailAddy, 
lara.hans,User,Hans Lara, Oberstufe extern,Hans Lara, , , ,Hans,Lara,lara.hans@mail.xyz, 
laura.fuchs,User,Laura Fuchs, Sekundar,Laura Fuchs, , , ,Fuchs,Laura,laura.fuchs@mail.xyz, 
laura.glover,User,Laura Glover, Sekundar,Laura Glover, , , ,Glover,Laura,laura.glover@mail.xyz, 
laura.goebel,User,Laura Goebel, Sekundar,Laura Goebel, , , ,Goebel,Laura,laura.goebel@mail.xyz, 
laurens.haeger,User,Haeger Laurens, Handelsmatur,Haeger Laurens, , , ,Haeger,Laurens,l.haeger@mail.xyz, 
laurenz.georg,User,Laurenz Georg, Sekundar,Laurenz Georg, , , ,Georg,Laurenz,l.georg@mail.xyz, 
laurin.drews,User,Laurin Drews, Sekundar,Laurin Drews, , , ,Drews,Laurin,laurin.drews@mail.xyz, 
leander.evans,User,Leander Evans, Sekundar,Leander Evans, , , ,Evans,Leander,l.evans@mail.xyz, 
leander.hardt,User,Hardt Leander, Oberstufe extern,Hardt Leander, , , ,Hardt,Leander,l.hardt@mail.xyz, 
leandro.hawkins,User,Leandro Hawkins, Sekundar extern,Leandro Hawkins, , , ,Hawkins,Leandro,keineMailAddy, 
leif.geyer,User,Leif Geyer, Sekundar,Leif Geyer, , , ,Geyer,Leif,l.geyer@mail.xyz, 
leif.haas,User,Leif Haas, deaktiviert,Leif Haas, , , ,Haas,Leif,l.haas@mail.xyz, 
lene.gutierrez,User,Gutierrez Lene, Handelsmatur,Gutierrez Lene, , , ,Gutierrez,Lene,keineMailAddy, 
lennard.gerth,User,Lennard Gerth, Sekundar,Lennard Gerth, , , ,Gerth,Lennard,lennard.gerth@mail.xyz, 
leonardo.falk,User,Leonardo Falk, Sekundar,Leonardo Falk, , , ,Falk,Leonardo,keineMailAddy, 
leonardo.fox,User,Leonardo Fox, Sekundar,Leonardo Fox, , , ,Fox,Leonardo,keineMailAddy, 
lewin.gross,User,Lewin Gross, Sekundar,Lewin Gross, , , ,Gross,Lewin,l.gross@mail.xyz, 
lewin.haberland,User,Haberland Lewin, Handelsmatur,Haberland Lewin, , , ,Haberland,Lewin,l.haberland@mail.xyz, 
liam.ehrlich,User,Liam Ehrlich, Sekundar,Liam Ehrlich, , , ,Ehrlich,Liam,l.ehrlich@mail.xyz, 
lieselotte.drechsler,User,Lieselotte Drechsler, Sekundar,Lieselotte Drechsler, , , ,Drechsler,Lieselotte,lieselotte.drechsler@mail.xyz, 
lina.edler,User,Lina Edler, Sekundar,Lina Edler, , , ,Edler,Lina,keineMailAddy, 
lina.fahr,User,Lina Fahr, Sekundar,Lina Fahr, , , ,Fahr,Lina,keineMailAddy, 
linda.hafner,User,Linda Hafner, Sekundar extern,Linda Hafner, , , ,Hafner,Linda,l.hafner@mail.xyz, 
linus.gilbert,User,Linus Gilbert, Sekundar,Linus Gilbert, , , ,Gilbert,Linus,linus.gilbert@mail.xyz, 
lisa.gerth,User,Lisa Gerth, Sekundar,Lisa Gerth, , , ,Gerth,Lisa,lisa.gerth@mail.xyz, 
liv.fassbender,User,Liv Fassbender, Sekundar,Liv Fassbender, , , ,Fassbender,Liv,l.fassbender@mail.xyz, 
lotta.doll,User,Lotta Doll, Sekundar,Lotta Doll, , , ,Doll,Lotta,lotta.doll@mail.xyz, 
louis.fauser,User,Louis Fauser, Sekundar,Louis Fauser, , , ,Fauser,Louis,l.fauser@mail.xyz, 
louis.hausmann,User,L. H., Verwaltung,L. H., , , ,Hausmann,Louis,louis.hausmann@mail.xyz, 
louisa.drews,User,Louisa Drews, Sekundar,Louisa Drews, , , ,Drews,Louisa,l.drews@mail.xyz, 
luc.ernst,User,Luc Ernst, Sekundar,Luc Ernst, , , ,Ernst,Luc,luc.ernst@mail.xyz, 
luc.han,User,Lucie Hantke, Oberstufe - Matur,Lucie Hantke, , , ,Hantke,Lucie,l.hantke@mail.xyz, 
lucie.gellert,User,Lucie Gellert, Sekundar,Lucie Gellert, , , ,Gellert,Lucie,keineMailAddy, 
luisa.guerrero,User,Luisa Guerrero, Sekundar,Luisa Guerrero, , , ,Guerrero,Luisa,l.guerrero@mail.xyz, 
luk.flame,User,Luk Flame, Sekundar,Luk Flame, , , ,Flame,Luk,luk.flame@mail.xyz, 
luk.gerth,User,Luk Gerth, Sekundar,Luk Gerth, , , ,Gerth,Luk,keineMailAddy, 
luka.edler,User,Luka Edler, Sekundar,Luka Edler, , , ,Edler,Luka,luka.edler@mail.xyz, 
luka.goodman,User,Luka Goodman, Sekundar,Luka Goodman, , , ,Goodman,Luka,luka.goodman@mail.xyz, 
luka.gottwald,User,Luka Gottwald, Sekundar,Luka Gottwald, , , ,Gottwald,Luka,l.gottwald@mail.xyz, 
lya.fehr,User,Lya Fehr, Sekundar,Lya Fehr, , , ,Fehr,Lya,lya.fehr@mail.xyz, 
lyn.faerber,User,Lyn Faerber, Sekundar,Lyn Faerber, , , ,Faerber,Lyn,lyn.faerber@mail.xyz, 
lyn.gebauer,User,Lyn Gebauer, Sekundar,Lyn Gebauer, , , ,Gebauer,Lyn,l.gebauer@mail.xyz, 
lyn.gonzalez,User,Lyn Gonzalez, Sekundar,Lyn Gonzalez, , , ,Gonzalez,Lyn,keineMailAddy, 
lynn.gilbert,User,Lynn Gilbert, Sekundar,Lynn Gilbert, , , ,Gilbert,Lynn,l.gilbert@mail.xyz, 
magnus.engelhard,User,Magnus Engelhard, Sekundar,Magnus Engelhard, , , ,Engelhard,Magnus,m.engelhard@mail.xyz, 
maike.eberhard,User,Maike Eberhard, Sekundar,Maike Eberhard, , , ,Eberhard,Maike,keineMailAddy, 
mandy.fox,User,Mandy Fox, Sekundar,Mandy Fox, , , ,Fox,Mandy,m.fox@mail.xyz, 
mandy.gabriel,User,Mandy Gabriel, Sekundar,Mandy Gabriel, , , ,Gabriel,Mandy,m.gabriel@mail.xyz, 
manfred.gordon,User,Manfred Gordon, Sekundar,Manfred Gordon, , , ,Gordon,Manfred,manfred.gordon@mail.xyz, 
marc.gaebler,User,Marc Gaebler, Sekundar,Marc Gaebler, , , ,Gaebler,Marc,keineMailAddy, 
marcus.ehrlich,User,Marcus Ehrlich, Sekundar,Marcus Ehrlich, , , ,Ehrlich,Marcus,marcus.ehrlich@mail.xyz, 
marcus.french,User,Marcus French, Sekundar,Marcus French, , , ,French,Marcus,keineMailAddy, 
maren.feist,User,Maren Feist, Sekundar,Maren Feist, , , ,Feist,Maren,keineMailAddy, 
maren.hanisch,User,Hanisch Maren, Oberstufe extern,Hanisch Maren, , , ,Hanisch,Maren,maren.hanisch@mail.xyz, 
margot.fink,User,Margot Fink, Sekundar,Margot Fink, , , ,Fink,Margot,margot.fink@mail.xyz, 
maria.fitzgerald,User,Maria Fitzgerald, Sekundar,Maria Fitzgerald, , , ,Fitzgerald,Maria,maria.fitzgerald@mail.xyz, 
maria.gutierrez,User,Maria Gutierrez, Sekundar extern,Maria Gutierrez, , , ,Gutierrez,Maria,m.gutierrez@mail.xyz, 
maria.hackl,User,Maria Hackl, Sekundar extern,Maria Hackl, , , ,Hackl,Maria,maria.hackl@mail.xyz, 
marianne.eckl,User,Marianne Eckl, Sekundar,Marianne Eckl, , , ,Eckl,Marianne,marianne.eckl@mail.xyz, 
mariella.ganz,User,Mariella Ganz, Sekundar,Mariella Ganz, , , ,Ganz,Mariella,m.ganz@mail.xyz, 
marike.gebhard,User,Marike Gebhard, Sekundar,Marike Gebhard, , , ,Gebhard,Marike,marike.gebhard@mail.xyz, 
marina.glaser,User,Marina Glaser, Sekundar,Marina Glaser, , , ,Glaser,Marina,m.glaser@mail.xyz, 
marina.gomez,User,Marina Gomez, Sekundar,Marina Gomez, , , ,Gomez,Marina,marina.gomez@mail.xyz, 
marion.hahn,User,Marion Hahn, Sekundar extern,Marion Hahn, , , ,Hahn,Marion,m.hahn@mail.xyz, 
marius.hawkins,User,Marius Hawkins, Sekundar extern,Marius Hawkins, , , ,Hawkins,Marius,m.hawkins@mail.xyz, 
mark.fels,User,Mark Fels, Sekundar,Mark Fels, , , ,Fels,Mark,m.fels@mail.xyz, 
marlene.engelhardt,User,Marlene Engelhardt, Sekundar,Marlene Engelhardt, , , ,Engelhardt,Marlene,marlene.engelhardt@mail.xyz, 
marlies.ehrmann,User,Marlies Ehrmann, Sekundar,Marlies Ehrmann, , , ,Ehrmann,Marlies,m.ehrmann@mail.xyz, 
marlies.froehlich,User,Marlies Froehlich, Sekundar,Marlies Froehlich, , , ,Froehlich,Marlies,m.froehlich@mail.xyz, 
marlies.geiss,User,Marlies Geiss, Sekundar,Marlies Geiss, , , ,Geiss,Marlies,marlies.geiss@mail.xyz, 
marlon.gesund,User,Marlon Gesund, Sekundar,Marlon Gesund, , , ,Gesund,Marlon,keineMailAddy, 
marta.euler,User,Marta Euler, Sekundar,Marta Euler, , , ,Euler,Marta,m.euler@mail.xyz, 
martina.fascher,User,Martina Fascher, Sekundar,Martina Fascher, , , ,Fascher,Martina,m.fischer@mail.xyz, 
martina.fischer,User,Martina Fischer, Sekundar,Martina Fischer, , , ,Fischer,Martina,martina.fischer@mail.xyz, 
marvin.dieckmann,User,Marvin Dieckmann, Sekundar,Marvin Dieckmann, , , ,Dieckmann,Marvin,keineMailAddy, 
mathias.fett,User,Mathias Fett, Sekundar,Mathias Fett, , , ,Fett,Mathias,m.fett@mail.xyz, 
mathias.glaeser,User,Mathias Glaeser, Sekundar,Mathias Glaeser, , , ,Glaeser,Mathias,m.glaeser@mail.xyz, 
mathis.graf,User,Mathis Graf, Sekundar,Mathis Graf, , , ,Graf,Mathis,m.graf@mail.xyz, 
matilda.dick,User,Matilda Dick, Sekundar,Matilda Dick, , , ,Dick,Matilda,matilda.dick@mail.xyz, 
matthias.gottwald,User,Matthias Gottwald, Sekundar,Matthias Gottwald, , , ,Gottwald,Matthias,keineMailAddy, 
matthias.heckmann,User,Matthias Heckmann, deaktiviert,Matthias Heckmann, , , ,Heckmann,Matthias,m.heckmann@mail.xyz, 
matthis.hartung,User,Hartung Matthis, Handelsmatur,Hartung Matthis, , , ,Hartung,Matthis,m.hartung@mail.xyz, 
mattis.geier,User,Mattis Geier, Sekundar,Mattis Geier, , , ,Geier,Mattis,keineMailAddy, 
maurice.duerr,User,Maurice Duerr, Sekundar,Maurice Duerr, , , ,Duerr,Maurice,maurice.duerr@mail.xyz, 
maxim.faulhaber,User,Maxim Faulhaber, Sekundar,Maxim Faulhaber, , , ,Faulhaber,Maxim,m.faulhaber@mail.xyz, 
maya.gerstner,User,Maya Gerstner, Sekundar,Maya Gerstner, , , ,Gerstner,Maya,keineMailAddy, 
meike.fahl,User,Meike Fahl, Sekundar,Meike Fahl, , , ,Fahl,Meike,keineMailAddy, 
meike.hackel,User,Hackel Meike, Oberstufe extern,Hackel Meike, , , ,Hackel,Meike,meike.hackel@mail.xyz, 
melissa.fiedler,User,Melissa Fiedler, Sekundar,Melissa Fiedler, , , ,Fiedler,Melissa,m.fiedler@mail.xyz, 
merle.gebert,User,Merle Gebert, Sekundar,Merle Gebert, , , ,Gebert,Merle,merle.gebert@mail.xyz, 
michel.gebhart,User,Michel Gebhart, Sekundar,Michel Gebhart, , , ,Gebhart,Michel,keineMailAddy, 
mike.grube,User,Mike Grube, Sekundar,Mike Grube, , , ,Grube,Mike,keineMailAddy, 
milena.fell,User,Milena Fell, Sekundar,Milena Fell, , , ,Fell,Milena,milena.fell@mail.xyz, 
mina.flame,User,Mina Flame, Sekundar,Mina Flame, , , ,Flame,Mina,mina.flame@mail.xyz, 
mirco.geppert,User,Mirco Geppert, Sekundar,Mirco Geppert, , , ,Geppert,Mirco,mirco.geppert@mail.xyz, 
miriam.fritzsche,User,M. F., Verwaltung,M. F., , , ,Fritzsche,Miriam,miriam.fritzsche@mail.xyz, 
mon.har,User,Mona Harder, Oberstufe - Matur,Mona Harder, , , ,Harder,Mona,mona.harder@mail.xyz, 
monika.fuchs,User,Monika Fuchs, Sekundar,Monika Fuchs, , , ,Fuchs,Monika,keineMailAddy, 
nadine.gray,User,Nadine Gray, Sekundar,Nadine Gray, , , ,Gray,Nadine,nadine.gray@mail.xyz, 
neele.haak,User,Haak Neele, Oberstufe extern,Haak Neele, , , ,Haak,Neele,n.haak@mail.xyz, 
nelli.gerken,User,Nelli Gerken, Sekundar,Nelli Gerken, , , ,Gerken,Nelli,n.gerken@mail.xyz, 
nelli.haeussler,User,Nelli Haeussler, deaktiviert,Nelli Haeussler, , , ,Haeussler,Nelli,nelli.haeussler@mail.xyz, 
nicholas.franke,User,Nicholas Franke, Sekundar,Nicholas Franke, , , ,Franke,Nicholas,n.franke@mail.xyz, 
nick.garcia,User,Nick Garcia, Sekundar,Nick Garcia, , , ,Garcia,Nick,nick.garcia@mail.xyz, 
nico.geppert,User,Nico Geppert, Sekundar,Nico Geppert, , , ,Geppert,Nico,keineMailAddy, 
nico.hartung,User,Hartung Nico, Oberstufe extern,Hartung Nico, , , ,Hartung,Nico,n.hartung@mail.xyz, 
niels.exner,User,Niels Exner, Sekundar,Niels Exner, , , ,Exner,Niels,keineMailAddy, 
niko.fels,User,Niko Fels, Sekundar,Niko Fels, , , ,Fels,Niko,n.fels@mail.xyz, 
nin.ham,User,Nina Hammer, Oberstufe - Matur,Nina Hammer, , , ,Hammer,Nina,nina.hammer@mail.xyz, 
noah.floyd,User,Noah Floyd, Sekundar,Noah Floyd, , , ,Floyd,Noah,noah.floyd@mail.xyz, 
noah.gerd,User,Noah Gerd, Sekundar,Noah Gerd, , , ,Gerd,Noah,keineMailAddy, 
noel.hage,User,Hage Noel, Oberstufe extern,Hage Noel, , , ,Hage,Noel,noel.hage@mail.xyz, 
norbert.dittmann,User,Norbert Dittmann, Sekundar,Norbert Dittmann, , , ,Dittmann,Norbert,n.dittmann@mail.xyz, 
ole.douglas,User,Ole Douglas, Sekundar,Ole Douglas, , , ,Douglas,Ole,ole.douglas@mail.xyz, 
olivia.ehrmann,User,Olivia Ehrmann, Sekundar,Olivia Ehrmann, , , ,Ehrmann,Olivia,olivia.ehrmann@mail.xyz, 
olivia.fuerst,User,Olivia Fuerst, Sekundar,Olivia Fuerst, , , ,Fuerst,Olivia,keineMailAddy, 
oscar.gans,User,Oscar Gans, Sekundar,Oscar Gans, , , ,Gans,Oscar,oscar.gans@mail.xyz, 
otto.goertz,User,Otto Goertz, Sekundar,Otto Goertz, , , ,Goertz,Otto,keineMailAddy, 
paul.feierabend,User,Paul Feierabend, Sekundar,Paul Feierabend, , , ,Feierabend,Paul,paul.feierabend@mail.xyz, 
paula.hampel,User,Hampel Paula, Oberstufe extern,Hampel Paula, , , ,Hampel,Paula,paula.hampel@mail.xyz, 
pauline.gehrmann,User,Pauline Gehrmann, Sekundar,Pauline Gehrmann, , , ,Gehrmann,Pauline,p.gehrmann@mail.xyz, 
petra.georg,User,Petra Georg, Sekundar,Petra Georg, , , ,Georg,Petra,petra.georg@mail.xyz, 
petra.gesund,User,Petra Gesund, Sekundar,Petra Gesund, , , ,Gesund,Petra,keineMailAddy, 
petra.harms,User,Petra Harms, deaktiviert,Petra Harms, , , ,Harms,Petra,p.harms@mail.xyz, 
phil.hardt,User,Phil Hardt, deaktiviert,Phil Hardt, , , ,Hardt,Phil,phil.hardt@mail.xyz, 
phillipp.grote,User,Phillipp Grote, Sekundar,Phillipp Grote, , , ,Grote,Phillipp,p.grote@mail.xyz, 
quentin.ferstl,User,Quentin Ferstl, Sekundar,Quentin Ferstl, , , ,Ferstl,Quentin,q.ferstl@mail.xyz, 
rai.hau,User,Rainer Hausmann, Oberstufe - Matur,Rainer Hausmann, , , ,Hausmann,Rainer,keineMailAddy, 
ralf.eichhorn,User,Ralf Eichhorn, Sekundar,Ralf Eichhorn, , , ,Eichhorn,Ralf,r.eichhorn@mail.xyz, 
rebekka.edel,User,Rebekka Edel, Sekundar,Rebekka Edel, , , ,Edel,Rebekka,r.edel@mail.xyz, 
reiner.girard,User,Reiner Girard, Sekundar,Reiner Girard, , , ,Girard,Reiner,r.girard@mail.xyz, 
reinhard.gottwald,User,Reinhard Gottwald, Sekundar,Reinhard Gottwald, , , ,Gottwald,Reinhard,keineMailAddy, 
renate.eckard,User,Renate Eckard, Sekundar,Renate Eckard, , , ,Eckard,Renate,keineMailAddy, 
renate.graef,User,Renate Graef, Sekundar,Renate Graef, , , ,Graef,Renate,renate.graef@mail.xyz, 
rené.flowers,User,René Flowers, Sekundar,René Flowers, , , ,Flowers,René,r.flowers@mail.xyz, 
rené.glaeser,User,René Glaeser, Sekundar,René Glaeser, , , ,Glaeser,René,r.glaeser@mail.xyz, 
ricardo.falke,User,Ricardo Falke, Sekundar,Ricardo Falke, , , ,Falke,Ricardo,keineMailAddy, 
ricardo.grimm,User,Ricardo Grimm, Sekundar,Ricardo Grimm, , , ,Grimm,Ricardo,keineMailAddy, 
richard.felber,User,Richard Felber, Sekundar,Richard Felber, , , ,Felber,Richard,r.felber@mail.xyz, 
richard.gebhard,User,Richard Gebhard, Sekundar,Richard Gebhard, , , ,Gebhard,Richard,richard.gebhard@mail.xyz, 
robert.haase,User,Haase Robert, Handelsmatur,Haase Robert, , , ,Haase,Robert,robert.haase@mail.xyz, 
ronja.fast,User,Ronja Fast, Sekundar,Ronja Fast, , , ,Fast,Ronja,ronja.fast@mail.xyz, 
ronja.finke,User,Ronja Finke, Sekundar,Ronja Finke, , , ,Finke,Ronja,r.finke@mail.xyz, 
rosa.forster,User,Rosa Forster, Sekundar,Rosa Forster, , , ,Forster,Rosa,r.forster@mail.xyz, 
rosa.gebhart,User,Rosa Gebhart, Sekundar,Rosa Gebhart, , , ,Gebhart,Rosa,keineMailAddy, 
rosemarie.ernst,User,Rosemarie Ernst, Sekundar,Rosemarie Ernst, , , ,Ernst,Rosemarie,r.ernst@mail.xyz, 
ruben.gebert,User,Ruben Gebert, Sekundar,Ruben Gebert, , , ,Gebert,Ruben,ruben.gebert@mail.xyz, 
ruediger.emmerich,User,Ruediger Emmerich, Sekundar,Ruediger Emmerich, , , ,Emmerich,Ruediger,ruediger.emmerich@mail.xyz, 
ruediger.fitzgerald,User,Ruediger Fitzgerald, Sekundar,Ruediger Fitzgerald, , , ,Fitzgerald,Ruediger,ruediger.fitzgerald@mail.xyz, 
ruediger.hampel,User,Hampel Ruediger, Oberstufe extern,Hampel Ruediger, , , ,Hampel,Ruediger,r.hampel@mail.xyz, 
sabine.fendt,User,Sabine Fendt, Sekundar,Sabine Fendt, , , ,Fendt,Sabine,s.fendt@mail.xyz, 
sabrina.guettler,User,Sabrina Guettler, deaktiviert,Sabrina Guettler, , , ,Guettler,Sabrina,sabrina.guettler@mail.xyz, 
sam.gabel,User,Sam Gabel, Sekundar,Sam Gabel, , , ,Gabel,Sam,s.gabel@mail.xyz, 
sam.har,User,Samira Hardy, Oberstufe - Matur,Samira Hardy, , , ,Hardy,Samira,samira.hardy@mail.xyz, 
samantha.faulhaber,User,Samantha Faulhaber, Sekundar,Samantha Faulhaber, , , ,Faulhaber,Samantha,keineMailAddy, 
samantha.gebel,User,Samantha Gebel, Sekundar,Samantha Gebel, , , ,Gebel,Samantha,s.gebel@mail.xyz, 
sandra.ehrlich,User,Sandra Ehrlich, Sekundar,Sandra Ehrlich, , , ,Ehrlich,Sandra,sandra.ehrlich@mail.xyz, 
sara.engler,User,Sara Engler, Sekundar,Sara Engler, , , ,Engler,Sara,keineMailAddy, 
sara.geppert,User,Sara Geppert, Sekundar,Sara Geppert, , , ,Geppert,Sara,sara.geppert@mail.xyz, 
sascha.haack,User,Sascha Haack, deaktiviert,Sascha Haack, , , ,Haack,Sascha,s.haack@mail.xyz, 
sebastian.haberland,User,Haberland Sebastian, Oberstufe extern,Haberland Sebastian, , , ,Haberland,Sebastian,sebastian.haberland@mail.xyz, 
sigrid.hardy,User,Hardy Sigrid, Oberstufe extern,Hardy Sigrid, , , ,Hardy,Sigrid,keineMailAddy, 
silke.hanson,User,Silke Hanson, deaktiviert,Silke Hanson, , , ,Hanson,Silke,keineMailAddy, 
silvia.geppert,User,Silvia Geppert, Sekundar,Silvia Geppert, , , ,Geppert,Silvia,s.geppert@mail.xyz, 
silvia.hahn,User,Silvia Hahn, deaktiviert,Silvia Hahn, , , ,Hahn,Silvia,silvia.hahn@mail.xyz, 
sina.gerber,User,Sina Gerber, Sekundar,Sina Gerber, , , ,Gerber,Sina,keineMailAddy, 
sinah.haffner,User,Sinah Haffner, deaktiviert,Sinah Haffner, , , ,Haffner,Sinah,sinah.haffner@mail.xyz, 
smilla.ewald,User,Smilla Ewald, Sekundar,Smilla Ewald, , , ,Ewald,Smilla,s.ewald@mail.xyz, 
sofie.eckard,User,Sofie Eckard, Sekundar,Sofie Eckard, , , ,Eckard,Sofie,s.eckard@mail.xyz, 
sofie.gabriel,User,Sofie Gabriel, Sekundar,Sofie Gabriel, , , ,Gabriel,Sofie,s.gabriel@mail.xyz, 
sophia.douglas,User,Sophia Douglas, Sekundar,Sophia Douglas, , , ,Douglas,Sophia,s.douglas@mail.xyz, 
sophia.ehrlich,User,Sophia Ehrlich, Sekundar,Sophia Ehrlich, , , ,Ehrlich,Sophia,s.ehrlich@mail.xyz, 
ste.han,User,Stephan Hanke, Oberstufe - Matur,Stephan Hanke, , , ,Hanke,Stephan,s.hanke@mail.xyz, 
stefan.eckardt,User,Stefan Eckardt, Sekundar,Stefan Eckardt, , , ,Eckardt,Stefan,s.eckardt@mail.xyz, 
stefanie.ferstl,User,Stefanie Ferstl, Sekundar,Stefanie Ferstl, , , ,Ferstl,Stefanie,keineMailAddy, 
stephan.ebeling,User,Stephan Ebeling, Sekundar,Stephan Ebeling, , , ,Ebeling,Stephan,s.ebeling@mail.xyz, 
stephanie.eibl,User,Stephanie Eibl, Sekundar,Stephanie Eibl, , , ,Eibl,Stephanie,stephanie.eibl@mail.xyz, 
stephanie.gaiser,User,Stephanie Gaiser, Sekundar,Stephanie Gaiser, , , ,Gaiser,Stephanie,stephanie.gaiser@mail.xyz, 
