Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
jonna.katz,User,Jonna Katz, Sekundar extern,Jonna Katz, , , ,Katz,Jonna,keineMailAddy, 
joy.kennedy,User,Kennedy Joy, Oberstufe extern,Kennedy Joy, , , ,Kennedy,Joy,keineMailAddy, 
judith.koerber,User,Judith Koerber, deaktiviert,Judith Koerber, , , ,Koerber,Judith,judith.koerber@mail.xyz, 
jue.kae,User,Juergen Kaemmerer, Oberstufe - Matur,Juergen Kaemmerer, , , ,Kaemmerer,Juergen,j.kaemmerer@mail.xyz, 
juergen.krueger,User,Krueger Juergen, Oberstufe extern,Krueger Juergen, , , ,Krueger,Juergen,keineMailAddy, 
jule.kahle,User,Jule Kahle, deaktiviert,Jule Kahle, , , ,Kahle,Jule,jule.kahle@mail.xyz, 
juli.kowalski,User,Kowalski Juli, Handelsmatur,Kowalski Juli, , , ,Kowalski,Juli,j.kowalski@mail.xyz, 
julie.krenz,User,Krenz Julie, Handelsmatur,Krenz Julie, , , ,Krenz,Julie,julie.krenz@mail.xyz, 
julius.jenkins,User,Jenkins Julius, Oberstufe extern,Jenkins Julius, , , ,Jenkins,Julius,julius.jenkins@mail.xyz, 
julius.kalb,User,Julius Kalb, Sekundar extern,Julius Kalb, , , ,Kalb,Julius,julius.kalb@mail.xyz, 
juri.helm,User,Juri Helm, Sekundar extern,Juri Helm, , , ,Helm,Juri,j.helm@mail.xyz, 
justin.herold,User,Justin Herold, deaktiviert,Justin Herold, , , ,Herold,Justin,justin.herold@mail.xyz, 
justus.jakobi,User,Jakobi Justus, Oberstufe extern,Jakobi Justus, , , ,Jakobi,Justus,j.jakobi@mail.xyz, 
kaete.hunter,User,Hunter Kaete, Oberstufe extern,Hunter Kaete, , , ,Hunter,Kaete,keineMailAddy, 
kai.jordan,User,Kai Jordan, deaktiviert,Kai Jordan, , , ,Jordan,Kai,k.jordan@mail.xyz, 
kaja.heinen,User,Heinen Kaja, Handelsmatur,Heinen Kaja, , , ,Heinen,Kaja,kaja.heinen@mail.xyz, 
karl.kaluza,User,Karl Kaluza, deaktiviert,Karl Kaluza, , , ,Kaluza,Karl,k.kaluza@mail.xyz, 
karlo.kappes,User,Karlo Kappes, Sekundar extern,Karlo Kappes, , , ,Kappes,Karlo,keineMailAddy, 
karlotta.hofer,User,Hofer Karlotta, Handelsmatur,Hofer Karlotta, , , ,Hofer,Karlotta,k.hofer@mail.xyz, 
karlotta.imhof,User,Imhof Karlotta, Handelsmatur,Imhof Karlotta, , , ,Imhof,Karlotta,keineMailAddy, 
karoline.hielscher,User,Karoline Hielscher, deaktiviert,Karoline Hielscher, , , ,Hielscher,Karoline,karoline.hielscher@mail.xyz, 
karsten.klatt,User,Klatt Karsten, Oberstufe extern,Klatt Karsten, , , ,Klatt,Karsten,k.klatt@mail.xyz, 
kat.kri,User,Kathrin Krings, Oberstufe - Matur,Kathrin Krings, , , ,Krings,Kathrin,kathrin.krings@mail.xyz, 
katharina.hilbert,User,Katharina Hilbert, deaktiviert,Katharina Hilbert, , , ,Hilbert,Katharina,keineMailAddy, 
kathrin.henry,User,Henry Kathrin, Handelsmatur,Henry Kathrin, , , ,Henry,Kathrin,kathrin.henry@mail.xyz, 
kay.karst,User,Karst Kay, Oberstufe extern,Karst Kay, , , ,Karst,Kay,k.karst@mail.xyz, 
kay.koenig,User,Kay Koenig, deaktiviert,Kay Koenig, , , ,Koenig,Kay,k.koenig@mail.xyz, 
kaya.kastner,User,Kaya Kastner, Sekundar extern,Kaya Kastner, , , ,Kastner,Kaya,kaya.kastner@mail.xyz, 
kev.hen,User,Kevin Henninger, Oberstufe - Matur,Kevin Henninger, , , ,Henninger,Kevin,k.henninger@mail.xyz, 
kiara.hiller,User,Kiara Hiller, deaktiviert,Kiara Hiller, , , ,Hiller,Kiara,k.hiller@mail.xyz, 
kim.karst,User,Karst Kim, Handelsmatur,Karst Kim, , , ,Karst,Kim,k.karst@mail.xyz, 
kimberley.joerg,User,Kimberley Joerg, deaktiviert,Kimberley Joerg, , , ,Joerg,Kimberley,kimberley.joerg@mail.xyz, 
kimberley.kaluza,User,Kaluza Kimberley, Handelsmatur,Kaluza Kimberley, , , ,Kaluza,Kimberley,kimberley.kaluza@mail.xyz, 
kira.kallweit,User,Kallweit Kira, Handelsmatur,Kallweit Kira, , , ,Kallweit,Kira,k.kallweit@mail.xyz, 
kjell.kretschmer,User,Kjell Kretschmer, deaktiviert,Kjell Kretschmer, , , ,Kretschmer,Kjell,kjell.kretschmer@mail.xyz, 
klara.kraemer,User,Klara Kraemer, deaktiviert,Klara Kraemer, , , ,Kraemer,Klara,klara.kraemer@mail.xyz, 
klemens.kaplan,User,Klemens Kaplan, Sekundar extern,Klemens Kaplan, , , ,Kaplan,Klemens,klemens.kaplan@mail.xyz, 
krista.herr,User,Krista Herr, deaktiviert,Krista Herr, , , ,Herr,Krista,krista.herr@mail.xyz, 
kyra.kalb,User,Kyra Kalb, Sekundar extern,Kyra Kalb, , , ,Kalb,Kyra,kyra.kalb@mail.xyz, 
laila.kim,User,Laila Kim, deaktiviert,Laila Kim, , , ,Kim,Laila,l.kim@mail.xyz, 
lasse.jankowski,User,Lasse Jankowski, Sekundar extern,Lasse Jankowski, , , ,Jankowski,Lasse,l.jankowski@mail.xyz, 
lasse.kiessling,User,Kiessling Lasse, Oberstufe extern,Kiessling Lasse, , , ,Kiessling,Lasse,lasse.kiessling@mail.xyz, 
layla.heinrichs,User,Heinrichs Layla, Handelsmatur,Heinrichs Layla, , , ,Heinrichs,Layla,layla.heinrichs@mail.xyz, 
leah.hoehn,User,Hoehn Leah, Handelsmatur,Hoehn Leah, , , ,Hoehn,Leah,leah.hoehn@mail.xyz, 
leah.kahlert,User,Leah Kahlert, deaktiviert,Leah Kahlert, , , ,Kahlert,Leah,keineMailAddy, 
leander.john,User,Leander John, deaktiviert,Leander John, , , ,John,Leander,l.john@mail.xyz, 
leandro.junker,User,Leandro Junker, deaktiviert,Leandro Junker, , , ,Junker,Leandro,l.junker@mail.xyz, 
leif.kemmer,User,Leif Kemmer, Sekundar extern,Leif Kemmer, , , ,Kemmer,Leif,keineMailAddy, 
lena.heinemann,User,Heinemann Lena, Oberstufe extern,Heinemann Lena, , , ,Heinemann,Lena,l.heinemann@mail.xyz, 
lena.hirth,User,Lena Hirth, Sekundar extern,Lena Hirth, , , ,Hirth,Lena,keineMailAddy, 
lene.juergens,User,Juergens Lene, Oberstufe extern,Juergens Lene, , , ,Juergens,Lene,lene.juergens@mail.xyz, 
lennard.hilmer,User,Hilmer Lennard, Oberstufe extern,Hilmer Lennard, , , ,Hilmer,Lennard,lennard.hilmer@mail.xyz, 
leonard.himmelsbach,User,Leonard Himmelsbach, Sekundar extern,Leonard Himmelsbach, , , ,Himmelsbach,Leonard,leonard.himmelsbach@mail.xyz, 
leonard.kaluza,User,Kaluza Leonard, Oberstufe extern,Kaluza Leonard, , , ,Kaluza,Leonard,l.kaluza@mail.xyz, 
leonardo.hoff,User,Leonardo Hoff, deaktiviert,Leonardo Hoff, , , ,Hoff,Leonardo,leonardo.hoff@mail.xyz, 
levin.kain,User,Levin Kain, Sekundar extern,Levin Kain, , , ,Kain,Levin,keineMailAddy, 
lewin.junge,User,Junge Lewin, Oberstufe extern,Junge Lewin, , , ,Junge,Lewin,l.junge@mail.xyz, 
lewin.karsten,User,Karsten Lewin, Oberstufe extern,Karsten Lewin, , , ,Karsten,Lewin,keineMailAddy, 
lewin.katzer,User,Lewin Katzer, deaktiviert,Lewin Katzer, , , ,Katzer,Lewin,l.katzer@mail.xyz, 
lia.hielscher,User,Lia Hielscher, deaktiviert,Lia Hielscher, , , ,Hielscher,Lia,lia.hielscher@mail.xyz, 
liah.kirschner,User,Kirschner Liah, Handelsmatur,Kirschner Liah, , , ,Kirschner,Liah,l.kirschner@mail.xyz, 
liah.kluge,User,Liah Kluge, deaktiviert,Liah Kluge, , , ,Kluge,Liah,l.kluge@mail.xyz, 
liah.krohn,User,Liah Krohn, deaktiviert,Liah Krohn, , , ,Krohn,Liah,l.krohn@mail.xyz, 
lil.hes,User,Lilly Hessel, Oberstufe - Matur,Lilly Hessel, , , ,Hessel,Lilly,keineMailAddy, 
lilly.kalb,User,Lilly Kalb, Sekundar extern,Lilly Kalb, , , ,Kalb,Lilly,lilly.kalb@mail.xyz, 
lin.hei,User,Linus Heinrichs, Oberstufe - Matur,Linus Heinrichs, , , ,Heinrichs,Linus,keineMailAddy, 
lina.hillmann,User,Hillmann Lina, Oberstufe extern,Hillmann Lina, , , ,Hillmann,Lina,keineMailAddy, 
lina.hughes,User,Hughes Lina, Handelsmatur,Hughes Lina, , , ,Hughes,Lina,l.hughes@mail.xyz, 
linda.holmes,User,Holmes Linda, Handelsmatur,Holmes Linda, , , ,Holmes,Linda,linda.holmes@mail.xyz, 
lion.kroll,User,Kroll Lion, Oberstufe extern,Kroll Lion, , , ,Kroll,Lion,lion.kroll@mail.xyz, 
liv.kriegel,User,Kriegel Liv, Oberstufe extern,Kriegel Liv, , , ,Kriegel,Liv,liv.kriegel@mail.xyz, 
lorena.hellmann,User,Hellmann Lorena, Handelsmatur,Hellmann Lorena, , , ,Hellmann,Lorena,lorena.hellmann@mail.xyz, 
lorena.kieslich,User,Kieslich Lorena, Oberstufe extern,Kieslich Lorena, , , ,Kieslich,Lorena,l.kieslich@mail.xyz, 
lot.klu,User,Lotta Klug, Oberstufe - Matur,Lotta Klug, , , ,Klug,Lotta,l.klug@mail.xyz, 
lothar.kehl,User,Kehl Lothar, Handelsmatur,Kehl Lothar, , , ,Kehl,Lothar,lothar.kehl@mail.xyz, 
lotta.heilmann,User,Lotta Heilmann, deaktiviert,Lotta Heilmann, , , ,Heilmann,Lotta,lotta.heilmann@mail.xyz, 
lotta.heinemann,User,Heinemann Lotta, Oberstufe extern,Heinemann Lotta, , , ,Heinemann,Lotta,lotta.heinemann@mail.xyz, 
louis.janzen,User,Janzen Louis, Oberstufe extern,Janzen Louis, , , ,Janzen,Louis,l.janzen@mail.xyz, 
louise.jahnke,User,Louise Jahnke, Sekundar extern,Louise Jahnke, , , ,Jahnke,Louise,keineMailAddy, 
luc.hof,User,Lucia Hofmann, Oberstufe - Matur,Lucia Hofmann, , , ,Hofmann,Lucia,l.hofmann@mail.xyz, 
luc.kar,User,Lucas Karcher, Oberstufe - Matur,Lucas Karcher, , , ,Karcher,Lucas,keineMailAddy, 
luc.kas,User,Luca Kast, Oberstufe - Matur,Luca Kast, , , ,Kast,Luca,l.kast@mail.xyz, 
lui.her,User,Luise Herber, Oberstufe - Matur,Luise Herber, , , ,Herber,Luise,l.herber@mail.xyz, 
luis.holmes,User,Luis Holmes, deaktiviert,Luis Holmes, , , ,Holmes,Luis,l.holmes@mail.xyz, 
luise.jahns,User,Luise Jahns, Sekundar extern,Luise Jahns, , , ,Jahns,Luise,luise.jahns@mail.xyz, 
luk.hintze,User,Luk Hintze, deaktiviert,Luk Hintze, , , ,Hintze,Luk,l.hintze@mail.xyz, 
luke.jaenicke,User,Luke Jaenicke, Sekundar extern,Luke Jaenicke, , , ,Jaenicke,Luke,keineMailAddy, 
lun.jac,User,Luna Jacob, Oberstufe - Matur,Luna Jacob, , , ,Jacob,Luna,keineMailAddy, 
luna.himmelsbach,User,Luna Himmelsbach, Sekundar extern,Luna Himmelsbach, , , ,Himmelsbach,Luna,luna.himmelsbach@mail.xyz, 
lyn.huegel,User,Huegel Lyn, Oberstufe extern,Huegel Lyn, , , ,Huegel,Lyn,l.huegel@mail.xyz, 
madeleine.kemmer,User,Kemmer Madeleine, Oberstufe extern,Kemmer Madeleine, , , ,Kemmer,Madeleine,keineMailAddy, 
magdalena.kleinert,User,Magdalena Kleinert, deaktiviert,Magdalena Kleinert, , , ,Kleinert,Magdalena,m.kleinert@mail.xyz, 
magnus.herrman,User,Magnus Herrman, Sekundar extern,Magnus Herrman, , , ,Herrman,Magnus,keineMailAddy, 
maik.hertel,User,Maik Hertel, Sekundar extern,Maik Hertel, , , ,Hertel,Maik,maik.hertel@mail.xyz, 
malin.hoelscher,User,Hoelscher Malin, Oberstufe extern,Hoelscher Malin, , , ,Hoelscher,Malin,m.hoelscher@mail.xyz, 
mandy.kern,User,Kern Mandy, Oberstufe extern,Kern Mandy, , , ,Kern,Mandy,keineMailAddy, 
manuel.herzog,User,Herzog Manuel, Oberstufe extern,Herzog Manuel, , , ,Herzog,Manuel,manuel.herzog@mail.xyz, 
manuel.kretzer,User,Manuel Kretzer, Sekundar extern,Manuel Kretzer, , , ,Kretzer,Manuel,manuel.kretzer@mail.xyz, 
mar.hel,User,Margot Held, Oberstufe - Matur,Margot Held, , , ,Held,Margot,margot.held@mail.xyz, 
mar.hip,User,Marah Hipp, Oberstufe - Matur,Marah Hipp, , , ,Hipp,Marah,marah.hipp@mail.xyz, 
mar.hir,User,Mariella Hirschmann, Oberstufe - Matur,Mariella Hirschmann, , , ,Hirschmann,Mariella,m.hirschmann@mail.xyz, 
mar.kro,User,Marieke Kroeber, Oberstufe - Matur,Marieke Kroeber, , , ,Kroeber,Marieke,m.kroeber@mail.xyz, 
marah.kowalski,User,M. Kowalski, Leitung,M. Kowalski, , , ,Kowalski,Marah,keineMailAddy, 
marcel.hilscher,User,Hilscher Marcel, Oberstufe extern,Hilscher Marcel, , , ,Hilscher,Marcel,marcel.hilscher@mail.xyz, 
marco.holloway,User,Marco Holloway, deaktiviert,Marco Holloway, , , ,Holloway,Marco,m.holloway@mail.xyz, 
marcus.heinrichs,User,Heinrichs Marcus, Handelsmatur,Heinrichs Marcus, , , ,Heinrichs,Marcus,marcus.heinrichs@mail.xyz, 
maren.kaul,User,Kaul Maren, Oberstufe extern,Kaul Maren, , , ,Kaul,Maren,maren.kaul@mail.xyz, 
margarethe.kappes,User,Kappes Margarethe, Oberstufe extern,Kappes Margarethe, , , ,Kappes,Margarethe,m.kappes@mail.xyz, 
margot.herzberg,User,Margot Herzberg, Sekundar extern,Margot Herzberg, , , ,Herzberg,Margot,margot.herzberg@mail.xyz, 
mariella.hoermann,User,Mariella Hoermann, deaktiviert,Mariella Hoermann, , , ,Hoermann,Mariella,keineMailAddy, 
mariella.hubbard,User,Hubbard Mariella, Oberstufe extern,Hubbard Mariella, , , ,Hubbard,Mariella,m.hubbard@mail.xyz, 
marike.kretzer,User,Marike Kretzer, Sekundar extern,Marike Kretzer, , , ,Kretzer,Marike,m.kretzer@mail.xyz, 
marina.karrer,User,Marina Karrer, deaktiviert,Marina Karrer, , , ,Karrer,Marina,marina.karrer@mail.xyz, 
mario.huebner,User,Mario Huebner, Sekundar extern,Mario Huebner, , , ,Huebner,Mario,keineMailAddy, 
mario.keil,User,Mario Keil, Sekundar extern,Mario Keil, , , ,Keil,Mario,keineMailAddy, 
mark.kromer,User,Kromer Mark, Oberstufe extern,Kromer Mark, , , ,Kromer,Mark,mark.kromer@mail.xyz, 
markus.heidenreich,User,Heidenreich Markus, Oberstufe extern,Heidenreich Markus, , , ,Heidenreich,Markus,markus.heidenreich@mail.xyz, 
marlis.kohn,User,Marlis Kohn, Lehrer Sekundar,Marlis Kohn, , , ,Kohn,Marlis,m.kohn@mail.xyz, 
marta.knorr,User,Marta Knorr, deaktiviert,Marta Knorr, , , ,Knorr,Marta,m.knorr@mail.xyz, 
martina.henschke,User,Martina Henschke, deaktiviert,Martina Henschke, , , ,Henschke,Martina,m.henschke@mail.xyz, 
marvin.jones,User,Jones Marvin, Oberstufe extern,Jones Marvin, , , ,Jones,Marvin,marvin.jones@mail.xyz, 
marvin.koerner,User,Koerner Marvin, Oberstufe extern,Koerner Marvin, , , ,Koerner,Marvin,keineMailAddy, 
mathilda.jaeckle,User,Jaeckle Mathilda, Oberstufe extern,Jaeckle Mathilda, , , ,Jaeckle,Mathilda,m.jaeckle@mail.xyz, 
mathis.houston,User,Mathis Houston, Sekundar extern,Mathis Houston, , , ,Houston,Mathis,m.houston@mail.xyz, 
mathis.kamps,User,Mathis Kamps, deaktiviert,Mathis Kamps, , , ,Kamps,Mathis,mathis.kamps@mail.xyz, 
matthias.just,User,Matthias Just, deaktiviert,Matthias Just, , , ,Just,Matthias,keineMailAddy, 
mattis.herb,User,Herb Mattis, Oberstufe extern,Herb Mattis, , , ,Herb,Mattis,mattis.herb@mail.xyz, 
mattis.hering,User,Mattis Hering, Sekundar extern,Mattis Hering, , , ,Hering,Mattis,mattis.hering@mail.xyz, 
maurice.hilscher,User,Maurice Hilscher, Sekundar extern,Maurice Hilscher, , , ,Hilscher,Maurice,keineMailAddy, 
max.kamp,User,Kamp Max, Oberstufe extern,Kamp Max, , , ,Kamp,Max,m.kamp@mail.xyz, 
max.kirchhoff,User,Kirchhoff Max, Oberstufe extern,Kirchhoff Max, , , ,Kirchhoff,Max,keineMailAddy, 
max.kre,User,Max Krebs, Oberstufe - Matur,Max Krebs, , , ,Krebs,Max,m.krebs@mail.xyz, 
maxim.knoll,User,Knoll Maxim, Oberstufe extern,Knoll Maxim, , , ,Knoll,Maxim,m.knoll@mail.xyz, 
maximilian.heinrich,User,Maximilian Heinrich, deaktiviert,Maximilian Heinrich, , , ,Heinrich,Maximilian,m.heinrich@mail.xyz, 
maximilian.kopp,User,Kopp Maximilian, Handelsmatur,Kopp Maximilian, , , ,Kopp,Maximilian,m.kopp@mail.xyz, 
meike.hicks,User,Meike Hicks, deaktiviert,Meike Hicks, , , ,Hicks,Meike,meike.hicks@mail.xyz, 
meike.hildebrandt,User,Hildebrandt Meike, Oberstufe extern,Hildebrandt Meike, , , ,Hildebrandt,Meike,keineMailAddy, 
meike.kroemer,User,Kroemer Meike, Oberstufe extern,Kroemer Meike, , , ,Kroemer,Meike,m.kroemer@mail.xyz, 
melanie.kauffmann,User,Kauffmann Melanie, Handelsmatur,Kauffmann Melanie, , , ,Kauffmann,Melanie,m.kauffmann@mail.xyz, 
melissa.kaufmann,User,Kaufmann Melissa, Oberstufe extern,Kaufmann Melissa, , , ,Kaufmann,Melissa,m.kaufmann@mail.xyz, 
merle.hudson,User,Hudson Merle, Handelsmatur,Hudson Merle, , , ,Hudson,Merle,merle.hudson@mail.xyz, 
mert.kayser,User,Kayser Mert, Oberstufe extern,Kayser Mert, , , ,Kayser,Mert,mert.kayser@mail.xyz, 
michel.henninger,User,Henninger Michel, Oberstufe extern,Henninger Michel, , , ,Henninger,Michel,keineMailAddy, 
michel.hinrichsen,User,Hinrichsen Michel, Oberstufe extern,Hinrichsen Michel, , , ,Hinrichsen,Michel,michel.hinrichsen@mail.xyz, 
michelle.hessler,User,Michelle Hessler, deaktiviert,Michelle Hessler, , , ,Hessler,Michelle,m.hessler@mail.xyz, 
michelle.korn,User,Korn Michelle, Handelsmatur,Korn Michelle, , , ,Korn,Michelle,keineMailAddy, 
miguel.jenkins,User,Jenkins Miguel, Oberstufe extern,Jenkins Miguel, , , ,Jenkins,Miguel,m.jenkins@mail.xyz, 
mika.keck,User,Keck Mika, Oberstufe extern,Keck Mika, , , ,Keck,Mika,mika.keck@mail.xyz, 
mika.kemper,User,Kemper Mika, Oberstufe extern,Kemper Mika, , , ,Kemper,Mika,mika.kemper@mail.xyz, 
mike.kroemer,User,Mike Kroemer, Sekundar extern,Mike Kroemer, , , ,Kroemer,Mike,mike.kroemer@mail.xyz, 
mil.kel,User,Mila Kelly, Oberstufe - Matur,Mila Kelly, , , ,Kelly,Mila,keineMailAddy, 
mila.kehl,User,Mila Kehl, Sekundar extern,Mila Kehl, , , ,Kehl,Mila,keineMailAddy, 
mira.kelm,User,Mira Kelm, Sekundar extern,Mira Kelm, , , ,Kelm,Mira,keineMailAddy, 
mira.kluge,User,Kluge Mira, Oberstufe extern,Kluge Mira, , , ,Kluge,Mira,m.kluge@mail.xyz, 
mirco.kolb,User,Kolb Mirco, Oberstufe extern,Kolb Mirco, , , ,Kolb,Mirco,m.kolb@mail.xyz, 
miriam.hirte,User,Miriam Hirte, Sekundar extern,Miriam Hirte, , , ,Hirte,Miriam,miriam.hirte@mail.xyz, 
miriam.hof,User,Miriam Hof, deaktiviert,Miriam Hof, , , ,Hof,Miriam,miriam.hof@mail.xyz, 
mirko.kaluza,User,Kaluza Mirko, Oberstufe extern,Kaluza Mirko, , , ,Kaluza,Mirko,m.kaluza@mail.xyz, 
mona.hammel,User,Mona Hammel, deaktiviert,Mona Hammel, , , ,Hammel,Mona,mona.hummel@mail.xyz, 
mona.hummel,User,Mona Hummel, deaktiviert,Mona Hummel, , , ,Hummel,Mona,m.hummel@mail.xyz, 
mona.kemper,User,Kemper Mona, Handelsmatur,Kemper Mona, , , ,Kemper,Mona,mona.kemper@mail.xyz, 
nathalie.henrich,User,N. Henrich, Leitung,N. Henrich, , , ,Henrich,Nathalie,n.henrich@mail.xyz, 
nathalie.herrmann,User,Nathalie Herrmann, deaktiviert,Nathalie Herrmann, , , ,Herrmann,Nathalie,n.herrmann@mail.xyz, 
nathalie.hogan,User,Nathalie Hogan, Sekundar extern,Nathalie Hogan, , , ,Hogan,Nathalie,nathalie.hogan@mail.xyz, 
nelli.karl,User,Nelli Karl, deaktiviert,Nelli Karl, , , ,Karl,Nelli,nelli.karl@mail.xyz, 
nic.hor,User,Nico Horst, Oberstufe - Matur,Nico Horst, , , ,Horst,Nico,nico.horst@mail.xyz, 
nicholas.hildebrandt,User,Nicholas Hildebrandt, deaktiviert,Nicholas Hildebrandt, , , ,Hildebrandt,Nicholas,nicholas.hildebrandt@mail.xyz, 
nicolas.herget,User,Herget Nicolas, Oberstufe extern,Herget Nicolas, , , ,Herget,Nicolas,nicolas.herget@mail.xyz, 
niels.kroemer,User,Kroemer Niels, Oberstufe extern,Kroemer Niels, , , ,Kroemer,Niels,keineMailAddy, 
nike.krause,User,Nike Krause, deaktiviert,Nike Krause, , , ,Krause,Nike,keineMailAddy, 
niko.heider,User,Heider Niko, Handelsmatur,Heider Niko, , , ,Heider,Niko,n.heider@mail.xyz, 
niko.hicks,User,Niko Hicks, deaktiviert,Niko Hicks, , , ,Hicks,Niko,keineMailAddy, 
niko.kretz,User,Niko Kretz, deaktiviert,Niko Kretz, , , ,Kretz,Niko,n.kretz@mail.xyz, 
nikolas.henrichs,User,Nikolas Henrichs, Sekundar extern,Nikolas Henrichs, , , ,Henrichs,Nikolas,nikolas.henrichs@mail.xyz, 
nikolas.kleine,User,Kleine Nikolas, Oberstufe extern,Kleine Nikolas, , , ,Kleine,Nikolas,keineMailAddy, 
noah.krey,User,Noah Krey, deaktiviert,Noah Krey, , , ,Krey,Noah,keineMailAddy, 
noel.heller,User,Heller Noel, Handelsmatur,Heller Noel, , , ,Heller,Noel,n.heller@mail.xyz, 
ola.kam,User,Olaf Kamp, Oberstufe - Matur,Olaf Kamp, , , ,Kamp,Olaf,olaf.kamp@mail.xyz, 
ola.kan,User,Olaf Kania, Oberstufe - Matur,Olaf Kania, , , ,Kania,Olaf,o.kania@mail.xyz, 
oskar.joerg,User,Joerg Oskar, Oberstufe extern,Joerg Oskar, , , ,Joerg,Oskar,o.joerg@mail.xyz, 
pascal.hoefer,User,Pascal Hoefer, deaktiviert,Pascal Hoefer, , , ,Hoefer,Pascal,keineMailAddy, 
pat.kre,User,Patrick Kretzschmar, Oberstufe - Matur,Patrick Kretzschmar, , , ,Kretzschmar,Patrick,p.kretzschmar@mail.xyz, 
patrick.korte,User,Patrick Korte, Sekundar extern,Patrick Korte, , , ,Korte,Patrick,p.korte@mail.xyz, 
paul.hillen,User,Hillen Paul, Handelsmatur,Hillen Paul, , , ,Hillen,Paul,keineMailAddy, 
paula.jennings,User,Jennings Paula, Handelsmatur,Jennings Paula, , , ,Jennings,Paula,keineMailAddy, 
phi.kas,User,Phillipp Kasper, Oberstufe - Matur,Phillipp Kasper, , , ,Kasper,Phillipp,p.kasper@mail.xyz, 
phil.kaden,User,Kaden Phil, Oberstufe extern,Kaden Phil, , , ,Kaden,Phil,phil.kaden@mail.xyz, 
phillip.katrin,User,Phillip Katrin, Sekundar extern,Phillip Katrin, , , ,Katrin,Phillip,phillip.katrin@mail.xyz, 
phillipp.kaiser,User,Phillipp Kaiser, deaktiviert,Phillipp Kaiser, , , ,Kaiser,Phillipp,phillipp.kaiser@mail.xyz, 
pia.hilbert,User,Hilbert Pia, Oberstufe extern,Hilbert Pia, , , ,Hilbert,Pia,pia.hilbert@mail.xyz, 
pia.huff,User,Huff Pia, Oberstufe extern,Huff Pia, , , ,Huff,Pia,p.huff@mail.xyz, 
piet.klatt,User,Piet Klatt, deaktiviert,Piet Klatt, , , ,Klatt,Piet,piet.klatt@mail.xyz, 
quentin.henning,User,Henning Quentin, Oberstufe extern,Henning Quentin, , , ,Henning,Quentin,q.henning@mail.xyz, 
ras.hol,User,Rasmus Holmes, Oberstufe - Matur,Rasmus Holmes, , , ,Holmes,Rasmus,rasmus.holmes@mail.xyz, 
regina.krause,User,Krause Regina, Handelsmatur,Krause Regina, , , ,Krause,Regina,r.krause@mail.xyz, 
rei.kie,User,Reiner Kiefer, Oberstufe - Matur,Reiner Kiefer, , , ,Kiefer,Reiner,r.kiefer@mail.xyz, 
reinhard.holmes,User,Reinhard Holmes, deaktiviert,Reinhard Holmes, , , ,Holmes,Reinhard,keineMailAddy, 
reinhard.jimenez,User,Reinhard Jimenez, deaktiviert,Reinhard Jimenez, , , ,Jimenez,Reinhard,keineMailAddy, 
reinhard.krey,User,Reinhard Krey, Sekundar extern,Reinhard Krey, , , ,Krey,Reinhard,reinhard.krey@mail.xyz, 
reinhardt.kohler,User,Reinhardt Kohler, Sekundar extern,Reinhardt Kohler, , , ,Kohler,Reinhardt,r.kohler@mail.xyz, 
ren.jon,User,René Jones, Oberstufe - Matur,René Jones, , , ,Jones,René,rene.jones@mail.xyz, 
ric.koh,User,Riccardo Kohler, Oberstufe - Matur,Riccardo Kohler, , , ,Kohler,Riccardo,riccardo.kohler@mail.xyz, 
riccardo.hines,User,Hines Riccardo, Oberstufe extern,Hines Riccardo, , , ,Hines,Riccardo,keineMailAddy, 
richard.henning,User,Richard Henning, deaktiviert,Richard Henning, , , ,Henning,Richard,richard.henning@mail.xyz, 
rik.heg,User,Rike Heger, Oberstufe - Matur,Rike Heger, , , ,Heger,Rike,rike.heger@mail.xyz, 
rik.kle,User,Rike Klein, Oberstufe - Matur,Rike Klein, , , ,Klein,Rike,keineMailAddy, 
rita.herzig,User,Herzig Rita, Handelsmatur,Herzig Rita, , , ,Herzig,Rita,r.herzig@mail.xyz, 
robert.houston,User,Houston Robert, Oberstufe extern,Houston Robert, , , ,Houston,Robert,r.houston@mail.xyz, 
robin.kastner,User,Kastner Robin, Oberstufe extern,Kastner Robin, , , ,Kastner,Robin,keineMailAddy, 
rolf.kilian,User,Rolf Kilian, deaktiviert,Rolf Kilian, , , ,Kilian,Rolf,keineMailAddy, 
roman.jahn,User,Jahn Roman, Handelsmatur,Jahn Roman, , , ,Jahn,Roman,keineMailAddy, 
romy.jacobs,User,Jacobs Romy, Handelsmatur,Jacobs Romy, , , ,Jacobs,Romy,r.jacobs@mail.xyz, 
rosemarie.hoehn,User,Hoehn Rosemarie, Oberstufe extern,Hoehn Rosemarie, , , ,Hoehn,Rosemarie,r.hoehn@mail.xyz, 
rosemarie.kremer,User,Rosemarie Kremer, deaktiviert,Rosemarie Kremer, , , ,Kremer,Rosemarie,r.kremer@mail.xyz, 
rudolf.knoll,User,Knoll Rudolf, Handelsmatur,Knoll Rudolf, , , ,Knoll,Rudolf,r.knoll@mail.xyz, 
ruediger.hilgert,User,Ruediger Hilgert, Sekundar extern,Ruediger Hilgert, , , ,Hilgert,Ruediger,r.hilgert@mail.xyz, 
