Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
keno.kunze,User,Keno Kunze, deaktiviert,Keno Kunze, , , ,Kunze,Keno,keineMailAddy, 
kilian.kuepper,User,Kilian Kuepper, Sekundar extern,Kilian Kuepper, , , ,Kuepper,Kilian,kilian.kuepper@mail.xyz, 
kira.otterbach,User,Kira Otterbach, deaktiviert,Kira Otterbach, , , ,Otterbach,Kira,keineMailAddy, 
kje.lam,User,Kjell Lambert, Oberstufe - Matur,Kjell Lambert, , , ,Lambert,Kjell,keineMailAddy, 
kjell.martens,User,Kjell Martens, deaktiviert,Kjell Martens, , , ,Martens,Kjell,keineMailAddy, 
klaas.morton,User,Klaas Morton, deaktiviert,Klaas Morton, , , ,Morton,Klaas,keineMailAddy, 
klara.mendez,User,Mendez Klara, Oberstufe extern,Mendez Klara, , , ,Mendez,Klara,k.mendez@mail.xyz, 
konstantin.nagler,User,Nagler Konstantin, Oberstufe extern,Nagler Konstantin, , , ,Nagler,Konstantin,keineMailAddy, 
krista.page,User,Page Krista, Handelsmatur,Page Krista, , , ,Page,Krista,keineMailAddy, 
kurt.kuehn,User,Kuehn Kurt, Oberstufe extern,Kuehn Kurt, , , ,Kuehn,Kurt,k.kuehn@mail.xyz, 
lana.manthey,User,Manthey Lana, Oberstufe extern,Manthey Lana, , , ,Manthey,Lana,lana.manthey@mail.xyz, 
larissa.lutter,User,Lutter Larissa, Oberstufe extern,Lutter Larissa, , , ,Lutter,Larissa,larissa.lutter@mail.xyz, 
lasse.michael,User,Michael Lasse, Oberstufe extern,Michael Lasse, , , ,Michael,Lasse,l.michael@mail.xyz, 
lau.mun,User,Laurin Mund, Oberstufe - Matur,Laurin Mund, , , ,Mund,Laurin,laurin.mund@mail.xyz, 
laurens.ling,User,Ling Laurens, Oberstufe extern,Ling Laurens, , , ,Ling,Laurens,laurens.ling@mail.xyz, 
laurenz.parsons,User,Laurenz Parsons, deaktiviert,Laurenz Parsons, , , ,Parsons,Laurenz,l.parsons@mail.xyz, 
laurin.mcguire,User,Laurin McGuire, Sekundar extern,Laurin McGuire, , , ,McGuire,Laurin,keineMailAddy, 
laurin.obermaier,User,Laurin Obermaier, Sekundar extern,Laurin Obermaier, , , ,Obermaier,Laurin,laurin.obermaier@mail.xyz, 
lea.marks,User,Marks Lea, Handelsmatur,Marks Lea, , , ,Marks,Lea,lea.marks@mail.xyz, 
lea.nowak,User,Nowak Lea, Oberstufe extern,Nowak Lea, , , ,Nowak,Lea,keineMailAddy, 
leah.luna,User,Leah Luna, Lehrer Sekundar,Leah Luna, , , ,Luna,Leah,l.luna@mail.xyz, 
leif.nestler,User,Leif Nestler, Sekundar extern,Leif Nestler, , , ,Nestler,Leif,l.nestler@mail.xyz, 
leo.ode,User,Leoni Odenthal, Oberstufe - Matur,Leoni Odenthal, , , ,Odenthal,Leoni,l.odenthal@mail.xyz, 
leo.pan,User,Leonie Panzer, Oberstufe - Matur,Leonie Panzer, , , ,Panzer,Leonie,l.panzer@mail.xyz, 
leonard.neubauer,User,Neubauer Leonard, Oberstufe extern,Neubauer Leonard, , , ,Neubauer,Leonard,leonard.neubauer@mail.xyz, 
leonard.palm,User,Leonard Palm, deaktiviert,Leonard Palm, , , ,Palm,Leonard,leonard.palm@mail.xyz, 
lie.leh,User,Lieselotte Lehr, Oberstufe - Matur,Lieselotte Lehr, , , ,Lehr,Lieselotte,l.lehr@mail.xyz, 
lil.mur,User,Lili Murphy, Oberstufe - Matur,Lili Murphy, , , ,Murphy,Lili,l.murphy@mail.xyz, 
lili.long,User,Lili Long, deaktiviert,Lili Long, , , ,Long,Lili,keineMailAddy, 
lili.maass,User,Maass Lili, Oberstufe extern,Maass Lili, , , ,Maass,Lili,lili.maass@mail.xyz, 
lilian.musiol,User,Musiol Lilian, Oberstufe extern,Musiol Lilian, , , ,Musiol,Lilian,keineMailAddy, 
lilly.ortiz,User,Lilly Ortiz, Sekundar extern,Lilly Ortiz, , , ,Ortiz,Lilly,l.ortiz@mail.xyz, 
lina.laube,User,Laube Lina, Oberstufe extern,Laube Lina, , , ,Laube,Lina,lina.laube@mail.xyz, 
linn.linder,User,Linder Linn, Oberstufe extern,Linder Linn, , , ,Linder,Linn,linn.linder@mail.xyz, 
lio.maa,User,Lion Maass, Oberstufe - Matur,Lion Maass, , , ,Maass,Lion,lion.maass@mail.xyz, 
lisa.malik,User,Malik Lisa, Handelsmatur,Malik Lisa, , , ,Malik,Lisa,keineMailAddy, 
lotta.kuehnel,User,Kuehnel Lotta, Handelsmatur,Kuehnel Lotta, , , ,Kuehnel,Lotta,l.kuehnel@mail.xyz, 
lotta.maack,User,Maack Lotta, Oberstufe extern,Maack Lotta, , , ,Maack,Lotta,lotta.maack@mail.xyz, 
lou.mar,User,Louis Markmann, Oberstufe - Matur,Louis Markmann, , , ,Markmann,Louis,l.markmann@mail.xyz, 
luc.parks,User,Parks Luc, Oberstufe extern,Parks Luc, , , ,Parks,Luc,luc.parks@mail.xyz, 
lucia.maass,User,Lucia Maass, Sekundar extern,Lucia Maass, , , ,Maass,Lucia,lucia.maass@mail.xyz, 
lui.ost,User,Luise Ostermann, Oberstufe - Matur,Luise Ostermann, , , ,Ostermann,Luise,luise.ostermann@mail.xyz, 
luisa.ling,User,Ling Luisa, Oberstufe extern,Ling Luisa, , , ,Ling,Luisa,l.ling@mail.xyz, 
luise.moss,User,Luise Moss, Lehrer Gym,Luise Moss, , , ,Moss,Luise,luise.moss@mail.xyz, 
luka.miles,User,Miles Luka, Oberstufe extern,Miles Luka, , , ,Miles,Luka,luka.miles@mail.xyz, 
lyn.marks,User,Lyn Marks, deaktiviert,Lyn Marks, , , ,Marks,Lyn,keineMailAddy, 
lynn.michaelis,User,Michaelis Lynn, Handelsmatur,Michaelis Lynn, , , ,Michaelis,Lynn,keineMailAddy, 
madeleine.lukas,User,Madeleine Lukas, deaktiviert,Madeleine Lukas, , , ,Lukas,Madeleine,m.lukas@mail.xyz, 
madeleine.mundt,User,Mundt Madeleine, Oberstufe extern,Mundt Madeleine, , , ,Mundt,Madeleine,madeleine.mundt@mail.xyz, 
madita.patrick,User,Patrick Madita, Oberstufe extern,Patrick Madita, , , ,Patrick,Madita,madita.patrick@mail.xyz, 
magnus.manz,User,Magnus Manz, Sekundar extern,Magnus Manz, , , ,Manz,Magnus,m.manz@mail.xyz, 
maike.maerz,User,Maerz Maike, Oberstufe extern,Maerz Maike, , , ,Maerz,Maike,maike.maerz@mail.xyz, 
malte.larson,User,Malte Larson, Sekundar extern,Malte Larson, , , ,Larson,Malte,keineMailAddy, 
malte.moreno,User,Malte Moreno, deaktiviert,Malte Moreno, , , ,Moreno,Malte,malte.moreno@mail.xyz, 
man.mar,User,Manuela Marks, Oberstufe - Matur,Manuela Marks, , , ,Marks,Manuela,m.marks@mail.xyz, 
manuel.munoz,User,Munoz Manuel, Handelsmatur,Munoz Manuel, , , ,Munoz,Manuel,m.munoz@mail.xyz, 
manuel.norton,User,Manuel Norton, deaktiviert,Manuel Norton, , , ,Norton,Manuel,manuel.norton@mail.xyz, 
manuela.lohr,User,Lohr Manuela, Oberstufe extern,Lohr Manuela, , , ,Lohr,Manuela,manuela.lohr@mail.xyz, 
mar.mac,User,Marlon Mack, Oberstufe - Matur,Marlon Mack, , , ,Mack,Marlon,m.mack@mail.xyz, 
marah.pech,User,Marah Pech, deaktiviert,Marah Pech, , , ,Pech,Marah,marah.pech@mail.xyz, 
marcel.montgomery,User,Marcel Montgomery, deaktiviert,Marcel Montgomery, , , ,Montgomery,Marcel,m.montgomery@mail.xyz, 
marcus.moessner,User,Moessner Marcus, Handelsmatur,Moessner Marcus, , , ,Moessner,Marcus,keineMailAddy, 
maren.lindemann,User,Lindemann Maren, Oberstufe extern,Lindemann Maren, , , ,Lindemann,Maren,keineMailAddy, 
maren.naber,User,Maren Naber, Sekundar extern,Maren Naber, , , ,Naber,Maren,m.naber@mail.xyz, 
margarete.martens,User,Martens Margarete, Handelsmatur,Martens Margarete, , , ,Martens,Margarete,keineMailAddy, 
mario.landau,User,Landau Mario, Oberstufe extern,Landau Mario, , , ,Landau,Mario,mario.landau@mail.xyz, 
marko.kuhn,User,Marko Kuhn, deaktiviert,Marko Kuhn, , , ,Kuhn,Marko,marko.kuhn@mail.xyz, 
marlis.lueke,User,Lueke Marlis, Oberstufe extern,Lueke Marlis, , , ,Lueke,Marlis,m.lueke@mail.xyz, 
marta.manning,User,Manning Marta, Oberstufe extern,Manning Marta, , , ,Manning,Marta,marta.manning@mail.xyz, 
marten.michels,User,Michels Marten, Oberstufe extern,Michels Marten, , , ,Michels,Marten,m.michels@mail.xyz, 
mat.man,User,Matthis Mantel, Oberstufe - Matur,Matthis Mantel, , , ,Mantel,Matthis,matthis.mantel@mail.xyz, 
mat.mar,User,Matthies Martin, Oberstufe - Matur,Matthies Martin, , , ,Martin,Matthies,m.martin@mail.xyz, 
matilda.noetzel,User,Noetzel Matilda, Oberstufe extern,Noetzel Matilda, , , ,Noetzel,Matilda,m.noetzel@mail.xyz, 
matthias.mahnke,User,Mahnke Matthias, Handelsmatur,Mahnke Matthias, , , ,Mahnke,Matthias,m.mahnke@mail.xyz, 
matthis.land,User,Matthis Land, deaktiviert,Matthis Land, , , ,Land,Matthis,matthis.land@mail.xyz, 
matthis.langenbach,User,Matthis Langenbach, deaktiviert,Matthis Langenbach, , , ,Langenbach,Matthis,matthis.langenbach@mail.xyz, 
maximilian.pecher,User,Maximilian Pecher, Sekundar extern,Maximilian Pecher, , , ,Pecher,Maximilian,m.pecher@mail.xyz, 
mel.ode,User,Melissa Odenthal, Oberstufe - Matur,Melissa Odenthal, , , ,Odenthal,Melissa,melissa.odenthal@mail.xyz, 
melanie.merkel,User,Merkel Melanie, Oberstufe extern,Merkel Melanie, , , ,Merkel,Melanie,m.merkel@mail.xyz, 
mer.pau,User,Mert Pauli, Oberstufe - Matur,Mert Pauli, , , ,Pauli,Mert,mert.pauli@mail.xyz, 
merle.owen,User,Merle Owen, deaktiviert,Merle Owen, , , ,Owen,Merle,keineMailAddy, 
mert.naegele,User,Naegele Mert, Handelsmatur,Naegele Mert, , , ,Naegele,Mert,m.naegele@mail.xyz, 
michel.moessner,User,Michel Moessner, deaktiviert,Michel Moessner, , , ,Moessner,Michel,michel.moessner@mail.xyz, 
michelle.lueck,User,Michelle Lueck, deaktiviert,Michelle Lueck, , , ,Lueck,Michelle,m.lueck@mail.xyz, 
miguel.landgraf,User,Landgraf Miguel, Oberstufe extern,Landgraf Miguel, , , ,Landgraf,Miguel,miguel.landgraf@mail.xyz, 
mika.link,User,Link Mika, Oberstufe extern,Link Mika, , , ,Link,Mika,mika.link@mail.xyz, 
mike.markus,User,Mike Markus, deaktiviert,Mike Markus, , , ,Markus,Mike,keineMailAddy, 
mila.mills,User,Mila Mills, Sekundar extern,Mila Mills, , , ,Mills,Mila,m.mills@mail.xyz, 
milan.muehl,User,Milan Muehl, deaktiviert,Milan Muehl, , , ,Muehl,Milan,keineMailAddy, 
milan.oberlaender,User,Milan Oberlaender, deaktiviert,Milan Oberlaender, , , ,Oberlaender,Milan,m.oberlaender@mail.xyz, 
milan.otto,User,Otto Milan, Oberstufe extern,Otto Milan, , , ,Otto,Milan,m.otto@mail.xyz, 
milena.naber,User,Milena Naber, deaktiviert,Milena Naber, , , ,Naber,Milena,m.naber@mail.xyz, 
milena.nober,User,Nober Milena, Oberstufe extern,Nober Milena, , , ,Nober,Milena,milena.naber@mail.xyz, 
miriam.maier,User,Maier Miriam, Oberstufe extern,Maier Miriam, , , ,Maier,Miriam,m.maier@mail.xyz, 
moh.loh,User,Mohammed Lohr, Oberstufe - Matur,Mohammed Lohr, , , ,Lohr,Mohammed,mohammed.lohr@mail.xyz, 
neele.lohr,User,Lohr Neele, Oberstufe extern,Lohr Neele, , , ,Lohr,Neele,n.lohr@mail.xyz, 
neele.mccoy,User,Neele McCoy, Sekundar extern,Neele McCoy, , , ,McCoy,Neele,keineMailAddy, 
nel.llo,User,Nelli Lloyd, Oberstufe - Matur,Nelli Lloyd, , , ,Lloyd,Nelli,keineMailAddy, 
nele.loew,User,Loew Nele, Handelsmatur,Loew Nele, , , ,Loew,Nele,n.loew@mail.xyz, 
nelli.mohr,User,Mohr Nelli, Oberstufe extern,Mohr Nelli, , , ,Mohr,Nelli,nelli.mohr@mail.xyz, 
nelly.ostrowski,User,Nelly Ostrowski, Sekundar extern,Nelly Ostrowski, , , ,Ostrowski,Nelly,keineMailAddy, 
niels.pausch,User,Niels Pausch, deaktiviert,Niels Pausch, , , ,Pausch,Niels,n.pausch@mail.xyz, 
nik.landwirt,User,Landwirt Nik, Oberstufe extern,Landwirt Nik, , , ,Landwirt,Nik,n.landwirt@mail.xyz, 
nik.lindemann,User,Nik Lindemann, deaktiviert,Nik Lindemann, , , ,Lindemann,Nik,n.lindemann@mail.xyz, 
niklas.lamb,User,Niklas Lamb, deaktiviert,Niklas Lamb, , , ,Lamb,Niklas,niklas.lamb@mail.xyz, 
niklas.moeller,User,Niklas Moeller, deaktiviert,Niklas Moeller, , , ,Moeller,Niklas,n.moeller@mail.xyz, 
nikolas.noll,User,Nikolas Noll, deaktiviert,Nikolas Noll, , , ,Noll,Nikolas,n.noll@mail.xyz, 
nikolas.olson,User,Nikolas Olson, deaktiviert,Nikolas Olson, , , ,Olson,Nikolas,n.olson@mail.xyz, 
noah.manns,User,Noah Manns, Sekundar extern,Noah Manns, , , ,Manns,Noah,n.manns@mail.xyz, 
nora.moss,User,Nora Moss, Sekundar extern,Nora Moss, , , ,Moss,Nora,n.moss@mail.xyz, 
ole.low,User,Ole Lowe, Oberstufe - Matur,Ole Lowe, , , ,Lowe,Ole,o.lowe@mail.xyz, 
ott.lon,User,Otto Long, Oberstufe - Matur,Otto Long, , , ,Long,Otto,keineMailAddy, 
ott.neu,User,Otto Neuhaus, Oberstufe - Matur,Otto Neuhaus, , , ,Neuhaus,Otto,o.neuhaus@mail.xyz, 
otto.mertens,User,Mertens Otto, Handelsmatur,Mertens Otto, , , ,Mertens,Otto,keineMailAddy, 
patrik.lay,User,Patrik Lay, Sekundar extern,Patrik Lay, , , ,Lay,Patrik,patrik.lay@mail.xyz, 
patrik.mack,User,Patrik Mack, Sekundar extern,Patrik Mack, , , ,Mack,Patrik,patrik.mack@mail.xyz, 
patrik.naber,User,Naber Patrik, Oberstufe extern,Naber Patrik, , , ,Naber,Patrik,patrik.naber@mail.xyz, 
paula.lammert,User,Lammert Paula, Oberstufe extern,Lammert Paula, , , ,Lammert,Paula,paula.lammert@mail.xyz, 
philipp.long,User,Philipp Long, Sekundar extern,Philipp Long, , , ,Long,Philipp,philipp.long@mail.xyz, 
pia.mang,User,Pia Mang, deaktiviert,Pia Mang, , , ,Mang,Pia,p.mang@mail.xyz, 
pia.o'brien,User,O'Brien Pia, Oberstufe extern,O'Brien Pia, , , ,O'Brien,Pia,p.o'brien@mail.xyz, 
piet.neubauer,User,Neubauer Piet, Oberstufe extern,Neubauer Piet, , , ,Neubauer,Piet,piet.neubauer@mail.xyz, 
piet.oberlaender,User,Piet Oberlaender, Sekundar extern,Piet Oberlaender, , , ,Oberlaender,Piet,p.oberlaender@mail.xyz, 
rafael.musiol,User,Musiol Rafael, Handelsmatur,Musiol Rafael, , , ,Musiol,Rafael,rafael.musiol@mail.xyz, 
raphael.manns,User,Manns Raphael, Oberstufe extern,Manns Raphael, , , ,Manns,Raphael,raphael.manns@mail.xyz, 
reb.mar,User,Rebekka Marten, Oberstufe - Matur,Rebekka Marten, , , ,Marten,Rebekka,r.marten@mail.xyz, 
renate.neuber,User,Renate Neuber, Sekundar extern,Renate Neuber, , , ,Neuber,Renate,r.neuber@mail.xyz, 
ric.opi,User,Ricardo Opitz, Oberstufe - Matur,Ricardo Opitz, , , ,Opitz,Ricardo,ricardo.opitz@mail.xyz, 
richard.muenstermann,User,Richard Muenstermann, Sekundar extern,Richard Muenstermann, , , ,Muenstermann,Richard,richard.muenstermann@mail.xyz, 
rie.leh,User,Rieke Lehner, Oberstufe - Matur,Rieke Lehner, , , ,Lehner,Rieke,r.lehner@mail.xyz, 
rie.man,User,Rieke Mantel, Oberstufe - Matur,Rieke Mantel, , , ,Mantel,Rieke,r.mantel@mail.xyz, 
rita.naber,User,Rita Naber, Sekundar extern,Rita Naber, , , ,Naber,Rita,rita.naber@mail.xyz, 
rom.pee,User,Romy Peetz, Oberstufe - Matur,Romy Peetz, , , ,Peetz,Romy,r.peetz@mail.xyz, 
roman.lange,User,Lange Roman, Handelsmatur,Lange Roman, , , ,Lange,Roman,r.lange@mail.xyz, 
romy.lauterbach,User,Lauterbach Romy, Oberstufe extern,Lauterbach Romy, , , ,Lauterbach,Romy,r.lauterbach@mail.xyz, 
ronja.mcguire,User,Ronja McGuire, Sekundar extern,Ronja McGuire, , , ,McGuire,Ronja,r.mcguire@mail.xyz, 
ronja.meilen,User,Ronja Meilen, deaktiviert,Ronja Meilen, , , ,Meilen,Ronja,r.meilen@mail.xyz, 
ros.met,User,Rosemarie Metz, Oberstufe - Matur,Rosemarie Metz, , , ,Metz,Rosemarie,r.metz@mail.xyz, 
rosa.leibold,User,Rosa Leibold, Sekundar extern,Rosa Leibold, , , ,Leibold,Rosa,keineMailAddy, 
rosa.lippert,User,Lippert Rosa, Oberstufe extern,Lippert Rosa, , , ,Lippert,Rosa,r.lippert@mail.xyz, 
rosa.michaelis,User,Rosa Michaelis, Sekundar extern,Rosa Michaelis, , , ,Michaelis,Rosa,r.michaelis@mail.xyz, 
rosemarie.lehmann,User,Lehmann Rosemarie, Handelsmatur,Lehmann Rosemarie, , , ,Lehmann,Rosemarie,keineMailAddy, 
rud.neu,User,Rudolph Neumann, Oberstufe - Matur,Rudolph Neumann, , , ,Neumann,Rudolph,r.neumann@mail.xyz, 
rudolf.neuber,User,Rudolf Neuber, Sekundar extern,Rudolf Neuber, , , ,Neuber,Rudolf,rudolf.neuber@mail.xyz, 
sab.ott,User,Sabine Otten, Oberstufe - Matur,Sabine Otten, , , ,Otten,Sabine,keineMailAddy, 
sabine.pasch,User,Pasch Sabine, Oberstufe extern,Pasch Sabine, , , ,Pasch,Sabine,sabine.pasch@mail.xyz, 
sabrina.lamb,User,Sabrina Lamb, Sekundar extern,Sabrina Lamb, , , ,Lamb,Sabrina,s.lamb@mail.xyz, 
sabrina.langer,User,Langer Sabrina, Handelsmatur,Langer Sabrina, , , ,Langer,Sabrina,s.langer@mail.xyz, 
sabrina.meister,User,Sabrina Meister, deaktiviert,Sabrina Meister, , , ,Meister,Sabrina,sabrina.meister@mail.xyz, 
sam.lampert,User,Lampert Sam, Handelsmatur,Lampert Sam, , , ,Lampert,Sam,sam.lampert@mail.xyz, 
sam.newton,User,Sam Newton, deaktiviert,Sam Newton, , , ,Newton,Sam,sam.newton@mail.xyz, 
sandra.ostermann,User,Sandra Ostermann, Sekundar extern,Sandra Ostermann, , , ,Ostermann,Sandra,s.ostermann@mail.xyz, 
sara.neu,User,Neu Sara, Oberstufe extern,Neu Sara, , , ,Neu,Sara,s.neu@mail.xyz, 
sas.moo,User,Sascha Moody, Oberstufe - Matur,Sascha Moody, , , ,Moody,Sascha,sascha.moody@mail.xyz, 
saskia.loeffler,User,Loeffler Saskia, Handelsmatur,Loeffler Saskia, , , ,Loeffler,Saskia,keineMailAddy, 
selin.michaelis,User,Selin Michaelis, deaktiviert,Selin Michaelis, , , ,Michaelis,Selin,s.michaelis@mail.xyz, 
sigrid.menke,User,Menke Sigrid, Handelsmatur,Menke Sigrid, , , ,Menke,Sigrid,sigrid.menke@mail.xyz, 
sil.pal,User,Silas Palmer, Oberstufe - Matur,Silas Palmer, , , ,Palmer,Silas,s.palmer@mail.xyz, 
sina.may,User,Sina May, deaktiviert,Sina May, , , ,May,Sina,sina.may@mail.xyz, 
smilla.lehmann,User,Lehmann Smilla, Handelsmatur,Lehmann Smilla, , , ,Lehmann,Smilla,smilla.lehmann@mail.xyz, 
sof.lan,User,Sofia Landmann, Oberstufe - Matur,Sofia Landmann, , , ,Landmann,Sofia,s.landmann@mail.xyz, 
sofie.lohmeier,User,Lohmeier Sofie, Oberstufe extern,Lohmeier Sofie, , , ,Lohmeier,Sofie,s.lohmeier@mail.xyz, 
sophia.murphy,User,Sophia Murphy, Sekundar extern,Sophia Murphy, , , ,Murphy,Sophia,keineMailAddy, 
stefan.mahler,User,Stefan Mahler, Sekundar extern,Stefan Mahler, , , ,Mahler,Stefan,keineMailAddy, 
stella.kuntz,User,Kuntz Stella, Oberstufe extern,Kuntz Stella, , , ,Kuntz,Stella,stella.kuntz@mail.xyz, 
stephan.malik,User,Malik Stephan, Oberstufe extern,Malik Stephan, , , ,Malik,Stephan,keineMailAddy, 
stephan.mangold,User,Stephan Mangold, deaktiviert,Stephan Mangold, , , ,Mangold,Stephan,s.mangold@mail.xyz, 
susanne.nowak,User,Nowak Susanne, Handelsmatur,Nowak Susanne, , , ,Nowak,Susanne,s.nowak@mail.xyz, 
svea.muehl,User,Svea Muehl, Sekundar extern,Svea Muehl, , , ,Muehl,Svea,svea.muehl@mail.xyz, 
swen.luehrs,User,Swen Luehrs, Sekundar extern,Swen Luehrs, , , ,Luehrs,Swen,swen.luehrs@mail.xyz, 
swen.lueth,User,Swen Lueth, deaktiviert,Swen Lueth, , , ,Lueth,Swen,swen.lueth@mail.xyz, 
swenja.moeller,User,Moeller Swenja, Handelsmatur,Moeller Swenja, , , ,Moeller,Swenja,swenja.moeller@mail.xyz, 
sylvia.mantel,User,Mantel Sylvia, Handelsmatur,Mantel Sylvia, , , ,Mantel,Sylvia,s.mantel@mail.xyz, 
sylvia.michels,User,Michels Sylvia, Handelsmatur,Michels Sylvia, , , ,Michels,Sylvia,s.michels@mail.xyz, 
tabea.moers,User,Moers Tabea, Oberstufe extern,Moers Tabea, , , ,Moers,Tabea,tabea.moers@mail.xyz, 
ter.nit,User,Teresa Nitschke, Oberstufe - Matur,Teresa Nitschke, , , ,Nitschke,Teresa,t.nitschke@mail.xyz, 
the.lie,User,Theresa Liebig, Oberstufe - Matur,Theresa Liebig, , , ,Liebig,Theresa,t.liebig@mail.xyz, 
theresa.lohmeier,User,Theresa Lohmeier, Sekundar extern,Theresa Lohmeier, , , ,Lohmeier,Theresa,theresa.lohmeier@mail.xyz, 
thorben.lange,User,Lange Thorben, Oberstufe extern,Lange Thorben, , , ,Lange,Thorben,thorben.lange@mail.xyz, 
thorben.moosmann,User,Moosmann Thorben, Oberstufe extern,Moosmann Thorben, , , ,Moosmann,Thorben,keineMailAddy, 
thore.manske,User,Manske Thore, Oberstufe extern,Manske Thore, , , ,Manske,Thore,t.manske@mail.xyz, 
til.mur,User,Till Murray, Oberstufe - Matur,Till Murray, , , ,Murray,Till,t.murray@mail.xyz, 
till.lueth,User,Lueth Till, Oberstufe extern,Lueth Till, , , ,Lueth,Till,t.lueth@mail.xyz, 
tim.patzelt,User,Patzelt Tim, Oberstufe extern,Patzelt Tim, , , ,Patzelt,Tim,keineMailAddy, 
timon.otten,User,Otten Timon, Handelsmatur,Otten Timon, , , ,Otten,Timon,t.otten@mail.xyz, 
tom.lin,User,Tom Link, Oberstufe - Matur,Tom Link, , , ,Link,Tom,tom.link@mail.xyz, 
tom.nei,User,Tom Neitzel, Oberstufe - Matur,Tom Neitzel, , , ,Neitzel,Tom,t.neitzel@mail.xyz, 
tore.mahnke,User,Tore Mahnke, deaktiviert,Tore Mahnke, , , ,Mahnke,Tore,t.mahnke@mail.xyz, 
ull.loe,User,Ullrich Loehr, Oberstufe - Matur,Ullrich Loehr, , , ,Loehr,Ullrich,ullrich.loehr@mail.xyz, 
uwe.pahlke,User,Pahlke Uwe, Oberstufe extern,Pahlke Uwe, , , ,Pahlke,Uwe,u.pahlke@mail.xyz, 
victor.leibold,User,Victor Leibold, Sekundar extern,Victor Leibold, , , ,Leibold,Victor,v.leibold@mail.xyz, 
victoria.lehner,User,Lehner Victoria, Oberstufe extern,Lehner Victoria, , , ,Lehner,Victoria,victoria.lehner@mail.xyz, 
vik.lyn,User,Viktoria Lynchen, Oberstufe - Matur,Viktoria Lynchen, , , ,Lynchen,Viktoria,v.lynchen@mail.xyz, 
viktor.manke,User,Viktor Manke, Sekundar extern,Viktor Manke, , , ,Manke,Viktor,keineMailAddy, 
viktoria.musiol,User,Viktoria Musiol, deaktiviert,Viktoria Musiol, , , ,Musiol,Viktoria,v.musiol@mail.xyz, 
vincent.landgraf,User,Vincent Landgraf, Sekundar extern,Vincent Landgraf, , , ,Landgraf,Vincent,vincent.landgraf@mail.xyz, 
vivien.park,User,Vivien Park, deaktiviert,Vivien Park, , , ,Park,Vivien,vivien.park@mail.xyz, 
vivienne.pauli,User,Pauli Vivienne, Handelsmatur,Pauli Vivienne, , , ,Pauli,Vivienne,vivienne.pauli@mail.xyz, 
walther.meier,User,Walther Meier, deaktiviert,Walther Meier, , , ,Meier,Walther,walther.meier@mail.xyz, 
wer.mar,User,Werner Marsh, Oberstufe - Matur,Werner Marsh, , , ,Marsh,Werner,werner.marsh@mail.xyz, 
willi.martin,User,Willi Martin, Sekundar extern,Willi Martin, , , ,Martin,Willi,keineMailAddy, 
yan.lac,User,Yannic Lackner, Oberstufe - Matur,Yannic Lackner, , , ,Lackner,Yannic,y.lackner@mail.xyz, 
yan.mer,User,Yannic Mertens, Oberstufe - Matur,Yannic Mertens, , , ,Mertens,Yannic,keineMailAddy, 
yannic.offermann,User,Yannic Offermann, Sekundar extern,Yannic Offermann, , , ,Offermann,Yannic,yannic.offermann@mail.xyz, 
yannik.loewe,User,Loewe Yannik, Handelsmatur,Loewe Yannik, , , ,Loewe,Yannik,yannik.loewe@mail.xyz, 
yas.mai,User,Yasmin Maisch, Oberstufe - Matur,Yasmin Maisch, , , ,Maisch,Yasmin,y.maisch@mail.xyz, 
zoe.lapp,User,Lapp Zoe, Handelsmatur,Lapp Zoe, , , ,Lapp,Zoe,zoe.lapp@mail.xyz, 
zoé.mack,User,Mack Zoé, Oberstufe extern,Mack Zoé, , , ,Mack,Zoé,z.mack@mail.xyz, 
